word_id,level,surface,reading_kana,meaning_ko,jp,ko,naver_source_name,naver_example_id,query,score,meaning_hits,target_match,review_flags,source_url
w_b7ede41b8b91ab60,N1,崩す,くずす,"무너뜨리다,흩뜨리다",コンピューターの画面を崩すなど，データやソフトを破壊するコンピューター・ウイルスが，依然として猛威をふるっている,"컴퓨터 화면을 뭉개는 등, 데이터나 소프트를 파괴하는 컴퓨터 바이러스가 여전히 맹위를 떨치고 있다.",민중서림 엣센스 외래어사전,1ddf6cb4fb7c491f978d23780853f2d0,崩す,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%B4%A9%E3%81%99
w_b7f37f0b0a8a7c3a,N2,循環,じゅんかん,순환,バスが同一コースを循環する.,버스가 같은 코스를 순환하다,민중서림 엣센스 한일사전,389fa2a8e51440e391722659d3c45ce3,循環 순환,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BE%AA%E7%92%B0
w_b82d7d0d2eeafbd8,N1,ありきたり,ありきたり,"흔함, 평범함",サークルの会長が演説をする時のレパートリーはありきたりすぎて、みんなあくびをしながら座っていた。,동아리 회장이 연설을 할 때의 레퍼토리는 늘 뻔해 모두들 하품을 하며 앉아 있었다.,국립국어원 한국어-일본어 학습사전,9a2c89627a434437884d9b4ab3557a7b,ありきたり,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%82%E3%82%8A%E3%81%8D%E3%81%9F%E3%82%8A
w_b846d60ec7ea8a3a,N2,若々しい,わかわかしい,"아주젊다,생기발랄하다",肌が艶艶として若々しい,피부가 반들반들하니 싱싱하다,교학사 일한사전,e85cd173f4f64b7bb4f639d41eed3435,若々しい,107,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%8B%A5%E3%80%85%E3%81%97%E3%81%84
w_b85ac81090221b63,N3,県,けん,현,国から県に管轄が移る,중앙 정부에서 현으로 관할이 옮겨지다,민중서림 엣센스 일한사전,a906b14d80ec4ab7941667cef71d303f,県 현,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%9C%8C
w_b892e9fa3a475bbf,N3,速度,そくど,속도,摩擦によって速度が鈍る,마찰에 의해서 속도가 느려지다,민중서림 엣센스 일한사전,b1263ab835474e7382bed407a2bbe684,速度 속도,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%80%9F%E5%BA%A6
w_b898a19a0dbc5b7c,N1,裏腹,うらはら,"정반대,모순",言う事とする事が裏腹だ,말과 하는 짓이 정반대다,민중서림 엣센스 일한사전,f3d36c3b94b74a459f74d9d463723731,裏腹 정반대 모순,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%A3%8F%E8%85%B9
w_b8c392e0ced001dc,N4,一生懸命,いっしょうけんめい,"열심히, 최선을 다해",息子と娘を生んで一生懸命暮らした.,아들딸 낳고 열심히 살았다,민중서림 엣센스 한일사전,a18804816137429e9be2545089f34005,一生懸命,62,,,자동 선택 점수 80 미만; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E7%94%9F%E6%87%B8%E5%91%BD
w_b8c4ef09992a5ee5,N1,家計,かけい,가계,アルバイトをして家計を助ける.,아르바이트를 해서 가계를 돌보다,민중서림 엣센스 한일사전,5b849b25ef9a4058998de3c11b25bc19,家計 가계,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%AE%B6%E8%A8%88
w_b8c80d155447f46a,N1,真ん丸い,まんまるい,둥글디둥글다,真ん丸く円をえがく,동그랗게 원을 그리다,민중서림 엣센스 한일사전,cb1b0fb61ca645d9911f1113dc38bcf4,真ん丸い,47,0,stem,한국어 뜻 직접 일치어 없음; 활용 어간으로만 목표어 확인; 자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E7%9C%9F%E3%82%93%E4%B8%B8%E3%81%84
w_b8fbaded141b29eb,N2,曖昧だ,あいまいだ,애매하다,長い年月が立ち、私は幼い頃、友達と一緒に遊び回った記憶すら曖昧だ。,세월이 흐르다 보니 나는 어린 시절 친구들과 뛰어놀던 기억조차 가물가물하다.,국립국어원 한국어-일본어 학습사전,fb4fddb9fb03499594dee553cfe4a68d,曖昧だ 애매하다,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%9B%96%E6%98%A7%E3%81%A0
w_b9111f44a6cece15,N3,しゃべる,しゃべる,말하다,誰にも喋るなよ,아무에게도 말하지 마,민중서림 엣센스 일한사전,3ccca82d96dc4f1ebea9167e45923d67,しゃべる 말하다,151,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%97%E3%82%83%E3%81%B9%E3%82%8B
w_b962c9958ca025b2,N2,為す,なす,"이루다, 하다",相手の為すがままに任せる,상대가 하는 대로 맡겨 두다,민중서림 엣센스 일한사전,c469603ec36d4ddb92b20841969c373e,為す,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%82%BA%E3%81%99
w_b978baf68d3eeddd,N2,一斉,いっせい,일제히,町のよた者を一斉に検挙する.,거리의 불량배를 일제히 검거하다,민중서림 엣센스 한일사전,895c91d28df74bf2b21b436cfbd74116,一斉 일제히,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E6%96%89
w_b98ec43cc7ba192f,N5,おふろにはいる,おふろにはいる,목욕하다,家に帰ってすぐお風呂に入る,집에 오자마자 목욕하다[씻다],민중서림 엣센스 일한사전,695d5946dd9045749d8d92d656f54698,おふろにはいる 목욕하다,101,1,jmdict-form,JMdict 보조 표기로 목표어 확인,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E3%81%B5%E3%82%8D%E3%81%AB%E3%81%AF%E3%81%84%E3%82%8B
w_b9dfaa030a7cffff,N3,仮定,かてい,가정,"まだ仮定の段階だから,はっきりしない.",아직 가정의 단계라 확실하지 않다,민중서림 엣센스 한일사전,bdaf1eef79494bdfb56764e7d3e57b46,仮定 가정,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BB%AE%E5%AE%9A
w_ba0fe8fbd3ab9da6,N2,欄,らん,"난, 칸",所定の欄に記入せよ.,소정의 난에 기입하라,민중서림 엣센스 한일사전,e88ebe051f144dcbb48bc839e5cfc856,欄 난 칸,114,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%AC%84
w_ba89429f60737539,N3,エネルギー,エネルギー,에너지,太陽エネルギーを電気に変換する.,태양 에너지를 전기로 변환하다,민중서림 엣센스 한일사전,6836605f189b421cbaa2035157d1a7bf,エネルギー 에너지,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%82%A8%E3%83%8D%E3%83%AB%E3%82%AE%E3%83%BC
w_bada5a71b14fde36,N1,装う,よそおう,"꾸미다,치장하다",努めて平静を装う,애써 평정을 가장하다[태연한 척하다],민중서림 엣센스 일한사전,74c4a4b4bb6e475cb29ea1c1f70eda17,装う,109,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%A3%85%E3%81%86
w_bae098e6bbe74e8f,N2,的確,てきかく,정확한,的確なポジショニングからの攻撃を得意とする選手です。,정확한 위치에서 공격하는 것이 특기인 선수입니다.,플리토,c13261a87ae444bc8ac72e41ce80b021,的確 정확한,112,1,surface,우선 검수 출처; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%9A%84%E7%A2%BA
w_baedcb39a0c38071,N2,主役,しゅやく,"주역, 주연",Ｈ校に１４年ぶりの歓喜をもたらしたラスト・プレーをこなしたのは，陰の主役だった,H교에 14년 만의 환희를 가져오게 한 최후의 경기를 치러 낸 것은 그늘의 주역이었다(고교 야구에서).,민중서림 엣센스 외래어사전,7a3e1293b0554d2cb373d7681477fbba,主役 주역 주연,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%BB%E5%BD%B9
w_baf5d793108b9806,N2,真っ白,まっしろ,새하얗다,真っ白な雪が太陽に照らされて、きらきら(と)輝いている,새하얀 눈이 햇빛을 받아 반짝반짝 빛나고 있다,민중서림 엣센스 일한사전,37cdc09e49ee4aa2a17a02e332a092aa,真っ白,144,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%9C%9F%E3%81%A3%E7%99%BD
w_bb2f02bf8612a31c,N2,オルガン,オルガン,오르간,先生のオルガン伴奏で合唱する.,선생님의 오르간 반주로 합창하다,민중서림 엣센스 한일사전,2514468b2dc048009bde2497924c7008,オルガン 오르간,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%82%AA%E3%83%AB%E3%82%AC%E3%83%B3
w_bb53443248b60ab7,N1,円滑な,えんかつな,원활한,交通の円滑な流れに支障がある,교통의 원활한 흐름에 지장이 있다,민중서림 엣센스 일한사전,f5a304ad1d614348a56ab39832ac0082,円滑な 원활한,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%86%86%E6%BB%91%E3%81%AA
w_bc1f8e0278c3b013,N1,主権,しゅけん,주권,主権が強国に従属する.,주권이 강국에 종속되다,민중서림 엣센스 한일사전,0e9bfccb985548c59574935a4550c98c,主権 주권,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%BB%E6%A8%A9
w_bc4e8e2c9bcbaef7,N2,卑怯,ひきょう,"비겁함, 비열함",陰険で卑怯な振る舞いをしていたら、誇らしく寛大な精神を持つことはできない。どんな行動でも、その人の精神をあらわしているのだ。(デモステネス),"행동이 비열하고 하찮다면 그 정신이 자랑스럽고 의로울 수 없습니다. 사람의 행동이야말로 그의 정신이기 때문입니다. (데모스테네스, 공부명언)",명언/속담,d36618bdd1984d1aa310c6e2386393d1,卑怯 비겁함 비열함,112,0,surface,한국어 뜻 직접 일치어 없음; 우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E5%8D%91%E6%80%AF
w_bcc508128b2b031b,N1,意欲,いよく,의욕,"意欲もあり,さらに能力もある",의욕도 있고 더군다나 능력도 있다,민중서림 엣센스 한일사전,ebbb9c6c2c5b4d2aa01a62afb87cad49,意欲,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%84%8F%E6%AC%B2
w_bd045e85d104f61f,N3,消費,しょうひ,소비,生産と消費が飛躍的に伸びる.,생산과 소비가 비약적으로 늘다,민중서림 엣센스 한일사전,3d52fc8f68c04f8c9ca25440d058c112,消費 소비,126,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%B6%88%E8%B2%BB
w_bd181301cc7c5324,N3,酒,さけ,"술, 사케",酒と鮭は同じ発音ですがアクセントの位置が異なります。,"사케(酒,술)와 사케(鮭,연어)는 같은 발음이지만 악센트의 위치가 다릅니다.",연세대학교 한국어학당 국가별 대표음식,329efda2172b4dee9ae03ee5baa5534d,酒 술 사케,176,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%85%92
w_bd3290eca50bee3f,N1,工面,くめん,자금마련,ロ：はい、何とかあちこちから資金をやりくりして、やっと工面しました。,"나: 네, 그냥 여기저기서 자금을 둘러대 겨우 마련했어요.",국립국어원 한국어-일본어 학습사전,72dde23366b248c1b81ddaeb5a42bbd1,工面 자금마련,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%B7%A5%E9%9D%A2
w_bd646de7ab0e9eb8,N2,役所,やくしょ,"관공서, 공공기관",朝から役所に詰める,아침부터 관청에 나가 대기하다,민중서림 엣센스 일한사전,897f0429fb3945dcb8092e0c72442beb,役所,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%BD%B9%E6%89%80
w_bd727591cdd86a06,N2,無駄だ,むだだ,"쓸데없다,허비하다",このようなスクラムは譲れないが、追うチームの立場では時間を無駄に使いたくない時だ。,"이러한 스크럼은 양보할 수 없지만, 따라붙는 팀의 입장에서는 시간을 허비하고 싶지 않은 때이다.",플리토,b82ea0d42685403e94e89b1528c9daf0,無駄だ 쓸데없다 허비하다,58,0,stem,한국어 뜻 직접 일치어 없음; 활용 어간으로만 목표어 확인; 자동 선택 점수 80 미만; 우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E9%A7%84%E3%81%A0
w_bd93ffd2acbd4da4,N2,送り仮名,おくりがな,오쿠리가나,漢文を読む時、送り仮名をつけて読むと、その意味がより正確に理解できる。,한문을 읽을 때 토를 붙여 읽으면 그 뜻이 더 정확하게 이해가 된다.,국립국어원 한국어-일본어 학습사전,ff16344e6dcf4ee6a1cbaa8c55837fc6,送り仮名,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%80%81%E3%82%8A%E4%BB%AE%E5%90%8D
w_bdbfd5b05c365db7,N2,誘う,さそう,권유하다,目をとじて眠りを誘う.,눈을 감고 잠을 청하다,민중서림 엣센스 한일사전,a4985e27f374472da4f07f01ca8c8a61,誘う,114,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%AA%98%E3%81%86
w_bdc17fa0eb47ede4,N1,適応,てきおう,적응,新しい環境に適応する.,새로운 환경에 적응하다,민중서림 엣센스 한일사전,a312cc43345948758b6d5fadf23a63ea,適応 적응,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%81%A9%E5%BF%9C
w_bdfe938ef5539252,N2,皮膚,ひふ,피부,時々、皮膚にちくっとした痛みを感じる,때때로 피부에 따끔한 통증을 느낀다,민중서림 엣센스 일한사전,fe5fa09c285b4d1a91c12be33b663cbc,皮膚 피부,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%9A%AE%E8%86%9A
w_be0a4fc6dd818d25,N5,小さい,ちいさい,(크기가) 작다,からだは小さいが力持ちだ.,몸집은 작지만 힘은 세다,민중서림 엣센스 한일사전,adade15fe58340d9b493bf0fdff31769,小さい,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%B0%8F%E3%81%95%E3%81%84
w_be4b2b8277c1d5eb,N4,味,あじ,맛,この味は砂糖よりしょう油の味が勝っている.,이 맛은 설탕보다 간장 맛이 더하다,민중서림 엣센스 한일사전,9b3ecf329c8d498c9d8b3d690d0b4d3e,味 맛,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%91%B3
w_be4b3560c276b748,N2,懐かし,なつかしい,그립다,過ぎた日が今更のように懐かしい.,지난날이 새삼 그립다,민중서림 엣센스 한일사전,9e5caa6d830e41b6bf59d9480ce10682,懐かし 그립다,168,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%87%90%E3%81%8B%E3%81%97
w_be5e4c2d95cee2c1,N3,完了,かんりょう,완료,輸出に必要な手続きを完了する,수출에 필요한 절차를 완료하다,민중서림 엣센스 일한사전,335757ee7a04480aafe79dd66804eb17,完了 완료,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%AE%8C%E4%BA%86
w_be6c610da5c1ab8d,N1,互角,ごかく,"호각,백중세",二人の実力は互角だ.,두 사람의 실력은 호각이다,민중서림 엣센스 한일사전,f776cafe76ac4693bead05d23d89914f,互角 호각 백중세,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BA%92%E8%A7%92
w_bec47400cd9df368,N1,明瞭,めいりょう,"명료함, 분명함",心の明瞭さは情熱の明瞭さも意味する。それ故、広くて澄んだ心を持つ者は情熱的に愛し、愛する者をはっきりと見る。(ブレーズ・パスカル),"정신이 명료함은 열정도 명료함을 뜻한다. 때문에 위대하고 명료한 정신을 지닌 자는 열정적으로 사랑하고 자신이 사랑하는 대상을 분명히 안다. (블레이즈 파스칼, 사랑명언)",명언/속담,6b1803391410466db9f690c682af066b,明瞭 명료함 분명함,116,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E6%98%8E%E7%9E%AD
w_becbe89dce937f34,N2,いってきます,いってきます,다녀오겠습니다,ちょっとトイレ行ってきます。,잠시 화장실을 다녀올게요. (엔터테인먼트>좌석>좌석에서),글로벌회화,35668037c67e470e8e153738e5c6fbfe,いってきます 다녀오겠습니다,162,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%A3%E3%81%A6%E3%81%8D%E3%81%BE%E3%81%99
w_bf135c7ae1d91c59,N1,洪水,こうずい,홍수,洪水に橋が押し流された.,홍수에 다리가 휩쓸려 갔다,민중서림 엣센스 한일사전,9d3116ecfafb4fbdb79c7d6b93d45580,洪水,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%B4%AA%E6%B0%B4
w_bfed9fb20af1ae89,N1,手厚い,てあつい,"극진하다, 융숭하다",手厚いもてなしを受けて帰ります.,후한 대접을 받고 갑니다,민중서림 엣센스 한일사전,30d71e395d6e4110b06eeb6ab62c00e3,手厚い,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E5%8E%9A%E3%81%84
w_c062f1fced55c802,N1,賜る,たまわる,"허가하다, 주다",もったいないお言葉を賜る,과분한 말씀을 내려 주시다,민중서림 엣센스 일한사전,c7267ff9c8d147d1abaebde8df2b493d,賜る,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%B3%9C%E3%82%8B
w_c07355323d29e4ab,N3,まったく,まったく,전혀,指にまったく感覚がない.,손가락에 전혀 감각이 없다,민중서림 엣센스 한일사전,304c71a4a87f4a69bafd07d4be11de71,まったく 전혀,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%81%BE%E3%81%A3%E3%81%9F%E3%81%8F
w_c09a59c654de1d4b,N1,容易い,たやすい,"쉽다,용이하다",それは容易い事ではない,그것은 쉬운 일이 아니다,민중서림 엣센스 일한사전,66a5513d15634520a991cb52f918e2ee,容易い,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%AE%B9%E6%98%93%E3%81%84
w_c0ed0ca56fa3ee1d,N3,出会う,であう,"만나다, 마주치다",人は異なるライフ・ステージにおいて，異なる時代とのかかわりで異なる自分と出会うのである,사람은 다른 인생 단계에 있어서 다른 시대와의 관계에서 다른 자신과 만나는 것이다.,민중서림 엣센스 외래어사전,ac382d5091c24a95b134cd03915bc6b2,出会う,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%87%BA%E4%BC%9A%E3%81%86
w_c0fa2c9662d17f0b,N3,特長,とくちょう,특징,等速のラリーは、ラリーが続きやすいという特長がある。,등속 랠리는 랠리가 이어지기 쉽다는 특징이 있다.,플리토,062f426dbdb64dc290132a08cd162ee8,特長 특징,112,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E7%89%B9%E9%95%B7
w_c102821ca017163e,N2,同格,どうかく,"같은 등급, 평등, 동등함",同格に待遇する.,동격으로 대우하다,민중서림 엣센스 한일사전,2a4f830b53a542149259f33530b56b54,同格,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%90%8C%E6%A0%BC
w_c14a80974b96c924,N1,公,おおやけ,"공(公), 공적임",公の施設を私する,공공시설을 자기 것인 양 하다.,민중서림 엣센스 일한사전,b4d00ecc4fe54f3a816a8b094e324820,公,97,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%85%AC
w_c1704a9998ae7783,N4,弟,おとうと,남동생,弟が兄を怒らせる.,동생이 형을 약 올리다,민중서림 엣센스 한일사전,185c8f128ad24cb5b1f622ab47f224eb,弟,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BC%9F
w_c1de77401a2512e8,N1,ぼんやりしている,ぼんやりしている,분명하지 않다,寝ぼけて頭がぼんやりしている.,잠에 취해서 머리가 흐리멍덩하다,민중서림 엣센스 한일사전,10572b0698c94a64a2d85b6839e556a2,ぼんやりしている 분명하지 않다,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%BC%E3%82%93%E3%82%84%E3%82%8A%E3%81%97%E3%81%A6%E3%81%84%E3%82%8B
w_c2204e71da059bfd,N1,干渉する,かんしょうする,간섭하다,財力によって政治に干渉する.,경제력에 의해 정치에 간섭하다,민중서림 엣센스 한일사전,99158263b9874ae8829e92cf621b5403,干渉する 간섭하다,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%B9%B2%E6%B8%89%E3%81%99%E3%82%8B
w_c222e1855f3b5056,N2,チップ,チップ,"팁, 칩",チップを現金に替えてください。,칩을 현금으로 바꿔 주세요. (엔터테인먼트>카지노>환전소),글로벌회화,2ac213ebcd5a4ece8026d909f7655452,チップ 팁 칩,120,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%83%81%E3%83%83%E3%83%97
w_c2f4b32873de1349,N1,悪く言われる,わるくいわれる,나쁜 말을 듣다,人々に悪く言われることが好きな人はいない。,사람들에게 욕 얻어먹는 것을 좋아할 사람은 없다.,국립국어원 한국어-일본어 학습사전,f2486561175b4362968b1f631fbc6819,悪く言われる,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%82%AA%E3%81%8F%E8%A8%80%E3%82%8F%E3%82%8C%E3%82%8B
w_c32e3867ebe72f63,N3,延びる,のびる,"연장되다, 늘어나다",講演の時間が延びる.,강연 시간이 늘어지다,민중서림 엣센스 한일사전,5e7cc9171846434a8d4de0bedd64eb7d,延びる,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%BB%B6%E3%81%B3%E3%82%8B
w_c387cb497783b10f,N1,当て,あて,"기대; 목표, 의지할 곳",当てにならない,믿을 수 없다; 불확실하다,민중서림 엣센스 일한사전,598334115e10492c9b3df896e420e24b,当て,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%BD%93%E3%81%A6
w_c3999c5c14ebdf53,N2,隔てる,へだてる,"사이를두다,칸을두다",障子で隔てる.,장지로 칸을 막다,민중서림 엣센스 한일사전,6f64cee6aa9e4eab9b94bac6dd945c80,隔てる,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%9A%94%E3%81%A6%E3%82%8B
w_c3a132674797ae46,N1,目安,めやす,(1) 목표 (2) 기준,サイクルロードレースでは一つの目安として10km=1分と覚えておかなければならない。,사이클 로드 레이스에서는 하나의 목표로서 10km = 1분이라고 외워두지 않으면 안 된다.,플리토,80d7fc865df84b62b03fb0862cf080b8,目安 1 목표 2 기준,112,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E7%9B%AE%E5%AE%89
w_c3e04c937bcd7643,N3,生命,せいめい,"생명, 삶",商人の生命は信用にある.,상인의 생명은 신용에 있다,민중서림 엣센스 한일사전,e40c3adfb73041d9a63e859cb3b85aba,生命 생명 삶,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E5%91%BD
w_c3f7e5d635243522,N1,出生,しゅっしょう,출생,子供の出生を届け出る,아이의 출생을 신고하다,민중서림 엣센스 한일사전,e14836a1038b4998ab2d1ae99bd36200,出生 출생,129,1,surface,일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%87%BA%E7%94%9F
w_c469ca5f6997c7d7,N3,関心,かんしん,관심,芸術の方面に関心がある.,예술 방면에 관심이 있다,민중서림 엣센스 한일사전,e1cb3630a65247c0a163e03708e2f698,関心 관심,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%96%A2%E5%BF%83
w_c4d45c1153b13074,N2,真似る,まねる,"흉내 내다, 모방하다",口癖を真似する。,말버릇을 흉내 내다.,국립국어원 한국어-일본어 학습사전,215036982ce4410c9495544be2122a95,真似る 흉내 내다 모방하다,84,2,stem,활용 어간으로만 목표어 확인,https://ja.dict.naver.com/#/search?query=%E7%9C%9F%E4%BC%BC%E3%82%8B
w_c5334ff5f3430794,N2,対等だ,たいとうだ,대등하다,実力が対等だ。,실력이 비등하다.,국립국어원 한국어-일본어 학습사전,18769420a49d481da9010e8e3c53f09d,対等だ 대등하다,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%AF%BE%E7%AD%89%E3%81%A0
w_c5438a2dab2c8feb,N2,ずるい,ずるい,"교활하다, 치사하다",狡い事をする,교활한 짓을 하다,민중서림 엣센스 일한사전,520409653dd94186bd69ebbbfcdc3adf,ずるい 교활하다 치사하다,159,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%9A%E3%82%8B%E3%81%84
w_c56e9a474a473deb,N3,苦しい,くるしい,힘들다,お金になることならきつい[苦しい]仕事でもやります.,돈이 되는 일이라면 힘든 일도 하겠습니다,민중서림 엣센스 한일사전,14a5c1b4ea054e39b4b720bb6d279464,苦しい 힘들다,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%8B%A6%E3%81%97%E3%81%84
w_c57913792276298c,N1,練る,ねる,"반죽하다, (계획, 문장을) 다듬다",幕僚を集めて作戦を練る.,막료를 모아 작전을 짜다,민중서림 엣센스 한일사전,92c47005263a43a3b904461438b2299a,練る,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%B7%B4%E3%82%8B
w_c5ae09d783203646,N4,しっかりしている,しっかりしている,"착실하다, 다부지다",値段は目先しっかりしている.,값은 현재 안정되어 있다,민중서림 엣센스 한일사전,32857e70a45b4cb5a7b398a92e8cff42,しっかりしている 착실하다 다부지다,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%97%E3%81%A3%E3%81%8B%E3%82%8A%E3%81%97%E3%81%A6%E3%81%84%E3%82%8B
w_c5c6312ebc8a190f,N2,例外,れいがい,예외,例外のない規則はない.,예외 없는 규칙은 없다,민중서림 엣센스 한일사전,71e8c9af729d47e28121daee15729296,例外 예외,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BE%8B%E5%A4%96
