id,level,surface,reading_kana,meaning_ko,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_4fa49d0da0a0bfd0,N1,憤り,いきどおり,분노,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,憤り,,,naver,surface,非道で卑劣なテロに対し、強い憤りを感じる,,,https://ja.dict.naver.com/#/search?query=%E6%86%A4%E3%82%8A
w_9c2e1818c1662acf,N1,緊迫する,きんぱくする,긴박하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=緊迫 suffix=する,naver,surface,政局が緊迫する,,,https://ja.dict.naver.com/#/search?query=%E7%B7%8A%E8%BF%AB%E3%81%99%E3%82%8B
w_a4e53d86fe0aeca1,N1,足止め,あしどめ,발이 묶임,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,足止め·足留め,,,naver,surface,彼ら一行はあらしのために足止めを食った.,,,https://ja.dict.naver.com/#/search?query=%E8%B6%B3%E6%AD%A2%E3%82%81
w_0a7f5d85e62adec6,N1,奔放な,ほんぽうな,분방한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=奔放 suffix=な,naver,surface,ときどき、私は若者の過剰に奔放な態度に戸惑いを感じることがある。,,,https://ja.dict.naver.com/#/search?query=%E5%A5%94%E6%94%BE%E3%81%AA
w_80a418653d9aa915,N1,引き寄せる,ひきよせる,끌어당기다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,引(き)寄せる,,,naver,surface,鉤で引き寄せる,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%8D%E5%AF%84%E3%81%9B%E3%82%8B
w_0b80ed475f7435e9,N1,難航,なんこう,난항,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,難航,,,naver,surface,各国の利害が対立し、交渉は難航を極めていた,,,https://ja.dict.naver.com/#/search?query=%E9%9B%A3%E8%88%AA
w_706ae61e7198af9c,N1,コンスタントに,コンスタントに,"일정하게, 꾸준하게",naver-level-missing;spelling-kana-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,コンスタントに売れる,,,https://ja.dict.naver.com/#/search?query=%E3%82%B3%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88%E3%81%AB
w_371f1a41edd2c949,N1,何気ない,なにげない,"아무렇지 않은, 무심한",naver-level-missing,naver_level_missing,,,,match,N1,何気ない·何気無い,,,naver,surface,私たちは何気ない話でも楽しくて笑い続けた。,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E6%B0%97%E3%81%AA%E3%81%84
w_c421e3bbf7d5230b,N1,由緒,ゆいしょ,"유서,내력",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,由緒,,,naver,surface,この岩には由緒がある,,,https://ja.dict.naver.com/#/search?query=%E7%94%B1%E7%B7%92
w_06c9da1f5d3ef9b3,N1,隈なく,くまなく,"구석구석까지, 샅샅이",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,隈無く,,,naver,surface,月光が隈なく照り渡っていた,,,https://ja.dict.naver.com/#/search?query=%E9%9A%88%E3%81%AA%E3%81%8F
w_913e70a1a243c809,N1,人一倍,ひといちばい,"남달리,남보다갑절",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,人一倍,,,naver,surface,人一倍はたらく,,,https://ja.dict.naver.com/#/search?query=%E4%BA%BA%E4%B8%80%E5%80%8D
w_ef69d226c0ff5071,N1,ダンプ,ダンプ,덤프 트럭,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ダンプ,,,naver,surface,１０トンダンプ・カーが前方のダンプに衝突し炎上した,,,https://ja.dict.naver.com/#/search?query=%E3%83%80%E3%83%B3%E3%83%97
w_cb71de767a5e76d3,N1,従属,じゅうぞく,종속,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,従属,,,naver,surface,主権が強国に従属する.,,,https://ja.dict.naver.com/#/search?query=%E5%BE%93%E5%B1%9E
w_6ed0282468b646e4,N1,飲み込む,のみこむ,"삼키다, 이해하다",naver-level-missing,naver_level_missing,,,,match,N1,飲(み)込む·呑み込む,,,naver,surface,小学校のときに初めて食べた讃岐うどんは想像を絶するほど硬く飲み込むのも大変でした。,,,https://ja.dict.naver.com/#/search?query=%E9%A3%B2%E3%81%BF%E8%BE%BC%E3%82%80
w_be6c610da5c1ab8d,N1,互角,ごかく,"호각,백중세",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,互角·牛角,,,naver,surface,二人の実力は互角だ.,,,https://ja.dict.naver.com/#/search?query=%E4%BA%92%E8%A7%92
w_0ea31b98d247240b,N1,剥がす,はがす,"벗기다,떼다",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,剥がす·剝がす,,,naver,surface,生爪を剥がす,,,https://ja.dict.naver.com/#/search?query=%E5%89%A5%E3%81%8C%E3%81%99
w_1715b578802aa5e8,N1,億劫だ,おっくうだ,귀찮다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=億劫 suffix=だ,naver,reading,年をとると何もかもおっくうだ.,,,https://ja.dict.naver.com/#/search?query=%E5%84%84%E5%8A%AB%E3%81%A0
w_e0ea6104408e520b,N1,入念な,にゅうねんな,"꼼꼼한,정성스런",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=入念 suffix=な,naver,surface,ひょっとして未解決に締めくくられるところだった事件が入念な再捜査で犯人が明らかになった。,,,https://ja.dict.naver.com/#/search?query=%E5%85%A5%E5%BF%B5%E3%81%AA
w_c7847c394363e398,N1,慕われる,したわれる,"추앙받다, 존경받다",naver-level-missing;spelling-surface-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,surface-not-in-jmdict,no JMdict kanji form matches this surface,naver,surface,立派な人だけに多くの人から慕われる,,,https://ja.dict.naver.com/#/search?query=%E6%85%95%E3%82%8F%E3%82%8C%E3%82%8B
w_aa07ddb4c44be3e9,N1,回顧,かいこ,회고,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,回顧,,,naver,surface,往時[昔]を回顧する.,,,https://ja.dict.naver.com/#/search?query=%E5%9B%9E%E9%A1%A7
w_abbb3338182c9a74,N1,無残な,むざんな,"무참한,잔인한",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=無残 suffix=な,naver,surface,無残な最期を遂げる.,,,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E6%AE%8B%E3%81%AA
w_78478b3ede1095de,N1,荷造り,にづくり,"짐 꾸리기, 포장",naver-level-missing,naver_level_missing,,,,match,N1,荷造(り)·荷作(り),,,naver,surface,荷造りは入念に願います.,,,https://ja.dict.naver.com/#/search?query=%E8%8D%B7%E9%80%A0%E3%82%8A
w_cbe6b7e061ecd2aa,N1,駆けつける,かけつける,달려가다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,駆けつける·駆(け)付ける·駈(け)着ける,,,naver,surface,後れじと駆けつける,,,https://ja.dict.naver.com/#/search?query=%E9%A7%86%E3%81%91%E3%81%A4%E3%81%91%E3%82%8B
w_1fa85c551770799d,N1,言い張る,いいはる,"우겨대다,주장하다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,言(い)張る,,,naver,surface,自説を言い張る,,,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E3%81%84%E5%BC%B5%E3%82%8B
w_c663ddeed757b29f,N1,揺るがす,ゆるがす,뒤흔들다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,揺るがす,,,naver,surface,大地を揺るがす[踏みしめる],,,https://ja.dict.naver.com/#/search?query=%E6%8F%BA%E3%82%8B%E3%81%8C%E3%81%99
w_4ee4c1f82fd80d23,N1,立ち寄る,たちよる,들르다,naver-level-missing,naver_level_missing,,,,match,N1,立(ち)寄る,,,naver,surface,下町のとある店に立ち寄る,,,https://ja.dict.naver.com/#/search?query=%E7%AB%8B%E3%81%A1%E5%AF%84%E3%82%8B
w_a8598bbe62279f0d,N1,箇条書き,かじょうがき,"항목별 작성, 개조식",naver-level-missing,naver_level_missing,,,,match,N1,箇条書(き)·個条書(き),,,naver,surface,必要な事項を箇条書きにする.,,,https://ja.dict.naver.com/#/search?query=%E7%AE%87%E6%9D%A1%E6%9B%B8%E3%81%8D
w_1666fd77162cc303,N1,質素な,しっそな,"검소한,소탈한",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=質素 suffix=な,naver,surface,彼女は質素な服装をしていた,,,https://ja.dict.naver.com/#/search?query=%E8%B3%AA%E7%B4%A0%E3%81%AA
w_1518527546bff440,N1,食い止める,くいとめる,"저지하다,막다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,食(い)止める,,,naver,surface,敵の侵入を食い止める,,,https://ja.dict.naver.com/#/search?query=%E9%A3%9F%E3%81%84%E6%AD%A2%E3%82%81%E3%82%8B
w_3761b61031805586,N1,心遣い,こころづかい,배려,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,心遣い,,,naver,surface,お心遣いありがとうございます,,,https://ja.dict.naver.com/#/search?query=%E5%BF%83%E9%81%A3%E3%81%84
w_52a2392ec6f56422,N1,気兼ね,きがね,"사양, 거리낌",naver-level-missing,naver_level_missing,,,,match,N1,気兼(ね),,,naver,surface,彼とは気兼ねなく[心安く]つきあっている.,,,https://ja.dict.naver.com/#/search?query=%E6%B0%97%E5%85%BC%E3%81%AD
w_08149ad39d83534d,N1,咄嗟に,とっさに,순간적으로,naver-level-missing,naver_level_missing,,,,match,N1,咄嗟に,,,naver,reading,追い詰められて、とっさにパチこいた,,,https://ja.dict.naver.com/#/search?query=%E5%92%84%E5%97%9F%E3%81%AB
w_3129de0be21afd27,N1,埋め込む,うめこむ,"묻어 넣다, 삽입하다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,天井にスピーカーを埋め込む,,,https://ja.dict.naver.com/#/search?query=%E5%9F%8B%E3%82%81%E8%BE%BC%E3%82%80
w_8cb3134b514d1a2f,N1,沈下,ちんか,침하,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,沈下,,,naver,surface,地盤がだんだん沈下する.,,,https://ja.dict.naver.com/#/search?query=%E6%B2%88%E4%B8%8B
w_117206f59982bdc8,N1,耳鼻科,じびか,이비인후과,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,耳鼻科,,,naver,surface,ロ:耳の病気にかかったようなので、耳鼻科で受診してみて。,,,https://ja.dict.naver.com/#/search?query=%E8%80%B3%E9%BC%BB%E7%A7%91
w_67b9ee16274ff79d,N1,リストアップ,リストアップ,"리스트 업, 목록 작성",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,リストアップ,,,naver,surface,有望株をリストアップする,,,https://ja.dict.naver.com/#/search?query=%E3%83%AA%E3%82%B9%E3%83%88%E3%82%A2%E3%83%83%E3%83%97
w_4d71c8e8bb9e8afa,N1,心地よく,ここちよく,"기분좋게, 쾌적하게",naver-level-missing;spelling-surface-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,surface-not-in-jmdict,no JMdict kanji form matches this surface,naver,surface,心地よく暮らしていく,,,https://ja.dict.naver.com/#/search?query=%E5%BF%83%E5%9C%B0%E3%82%88%E3%81%8F
w_a5a10027ead73ad9,N1,焚き火,たきび,모닥불,naver-level-missing,naver_level_missing,,,,match,N1,たき火·焚(き)火,,,naver,surface,焚き火をしながら炭が焼ける,,,https://ja.dict.naver.com/#/search?query=%E7%84%9A%E3%81%8D%E7%81%AB
w_3301d891bd6f4186,N1,交錯する,こうさくする,"뒤섞여 엇갈리다, 교차하다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=交錯 suffix=する,naver,surface,怒りと憐れみが交錯する。,,,https://ja.dict.naver.com/#/search?query=%E4%BA%A4%E9%8C%AF%E3%81%99%E3%82%8B
w_88c43259bfb6ff51,N1,人出,ひとで,"인파,밖으로나온사람들",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,人出,,,naver,surface,人出が凄くて目が眩みそうだ,,,https://ja.dict.naver.com/#/search?query=%E4%BA%BA%E5%87%BA
w_abc611c14f035fc6,N1,手掛かり,てがかり,"단서, 실마리",naver-level-missing,naver_level_missing,,,,match,N1,手(掛)かり·手(懸)かり,,,naver,surface,解決の手掛かりを求める,,,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E6%8E%9B%E3%81%8B%E3%82%8A
w_ed7afa22b6d758dd,N1,施錠する,せじょうする,"자물쇠를 채우다, 잠그다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=施錠 suffix=する,naver,surface,ドアに施錠する,,,https://ja.dict.naver.com/#/search?query=%E6%96%BD%E9%8C%A0%E3%81%99%E3%82%8B
w_53a7531f783a3064,N1,煩雑な,はんざつな,번잡한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=煩雑 suffix=な,naver,surface,煩雑な手続きに懲りた,,,https://ja.dict.naver.com/#/search?query=%E7%85%A9%E9%9B%91%E3%81%AA
w_c530d263e6c6b918,N1,うずうず,うずうず,근질근질(좀이 쑤시는 모양),naver-level-missing,naver_level_missing,,,,search_no_jlpt,,うずうず,,,naver,surface,ロ：うん。口がうずうずするけど、我慢してみる。,,,https://ja.dict.naver.com/#/search?query=%E3%81%86%E3%81%9A%E3%81%86%E3%81%9A
w_ee13be5cc30d87aa,N1,受け付ける,うけつける,"접수하다, 받아들이다",naver-level-missing,naver_level_missing,,,,match,N1,受(け)付ける,,,naver,surface,申し込み[願書]は明日まで受け付ける.,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E4%BB%98%E3%81%91%E3%82%8B
w_b63b20e8363c2e3b,N1,実権,じっけん,실권,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,実権,,,naver,surface,名だけで実権の無い社長だ.,,,https://ja.dict.naver.com/#/search?query=%E5%AE%9F%E6%A8%A9
w_a70263ff88911e3e,N1,乗り出す,のりだす,시작하다,naver-level-missing,naver_level_missing,,,,match,N1,乗(り)出す,,,naver,surface,量産に乗り出す,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E5%87%BA%E3%81%99
w_e5e322f5b3efb2db,N1,憩い,いこい,휴식,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,憩(い)·息い,,,naver,surface,快適な憩いの空間を提供する,,,https://ja.dict.naver.com/#/search?query=%E6%86%A9%E3%81%84
w_790cf4bdda0645fb,N1,もどかしい,もどかしい,"답답하다, 안타깝다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,もどかしい,,,naver,surface,時間のたつのがもどかしい.,,,https://ja.dict.naver.com/#/search?query=%E3%82%82%E3%81%A9%E3%81%8B%E3%81%97%E3%81%84
w_639832d611535cb3,N1,取り締まる,とりしまる,단속하다,naver-level-missing,naver_level_missing,,,,match,N1,取り締(ま)る·取締る,,,naver,surface,ぼったくりを取り締まる,,,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%82%8A%E7%B7%A0%E3%81%BE%E3%82%8B
w_c96c011ca817b487,N1,売り出す,うりだす,"팔기 시작하다, 내놓다",naver-level-missing,naver_level_missing,,,,match,N1,売(り)出す,,,naver,surface,売り出す前に唾を付けておく,,,https://ja.dict.naver.com/#/search?query=%E5%A3%B2%E3%82%8A%E5%87%BA%E3%81%99
w_daaafc2c103ac13d,N1,押し寄せる,おしよせる,밀려오다,naver-level-missing,naver_level_missing,,,,match,N1,押(し)寄せる,,,naver,surface,衆を頼んで押し寄せる,,,https://ja.dict.naver.com/#/search?query=%E6%8A%BC%E3%81%97%E5%AF%84%E3%81%9B%E3%82%8B
w_53d640902274eca8,N1,糸口,いとぐち,"단서,실마리",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,糸口·緒,,,naver,surface,事件の端緒[糸口]をつかむ,,,https://ja.dict.naver.com/#/search?query=%E7%B3%B8%E5%8F%A3
w_38ff51ccea9145d2,N1,騒然,そうぜん,"시끄러운 상태, 떠들썩한 모습",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,騒然,,,naver,surface,戦争のうわさで町中がにわかに騒然とする.,,,https://ja.dict.naver.com/#/search?query=%E9%A8%92%E7%84%B6
w_2f612443ccb862f7,N1,自ずと,おのずと,"저절로, 자연히",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,自ずと·自と,,,naver,surface,年を取れば自ずと分かってくる,,,https://ja.dict.naver.com/#/search?query=%E8%87%AA%E3%81%9A%E3%81%A8
w_701a68ca74b0015f,N1,疎かな,おろそかな,소홀한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=疎か suffix=な,naver,surface,ロ：いつも国のことが最優先なので家庭でのことには疎かな方です。,,,https://ja.dict.naver.com/#/search?query=%E7%96%8E%E3%81%8B%E3%81%AA
w_cc7e713c46e8ee0b,N1,疎かに,おろそかに,소홀하게,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=疎か suffix=に,naver,reading,公務をおろそかにする.,,,https://ja.dict.naver.com/#/search?query=%E7%96%8E%E3%81%8B%E3%81%AB
w_06e3cd11e3eb6359,N1,不用意な,ふよういな,부주의한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=不用意 suffix=な,naver,surface,不用意な発言であげあしを取られる,,,https://ja.dict.naver.com/#/search?query=%E4%B8%8D%E7%94%A8%E6%84%8F%E3%81%AA
w_43ee33fb295d1f1e,N1,いとも,いとも,"매우,아주",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,最も,,,naver,surface,いとも軽々と持ち上げた,,,https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%A8%E3%82%82
w_7d401aa66a47fdb2,N1,緊密な,きんみつな,긴밀한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=緊密 suffix=な,naver,surface,緊密な連絡を取る.,,,https://ja.dict.naver.com/#/search?query=%E7%B7%8A%E5%AF%86%E3%81%AA
w_c8414f11df443a17,N1,一任,いちにん,일임(모두 맡김),naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一任,,,naver,surface,私は権限をすべて一任をされたため、訴訟に関するすべての責任は私にある。,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E4%BB%BB
w_15461a7a13870082,N1,冷淡な,れいたんな,냉담한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=冷淡 suffix=な,naver,surface,冷淡な目で見る,,,https://ja.dict.naver.com/#/search?query=%E5%86%B7%E6%B7%A1%E3%81%AA
w_d8f9e2302104e892,N1,やむを得ず,やむをえず,어쩔 수 없이,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,やむを得ず·止むを得ず·已むを得ず,,,naver,surface,うちの会社は、やむを得ず機械たちを眠らせている。,,,https://ja.dict.naver.com/#/search?query=%E3%82%84%E3%82%80%E3%82%92%E5%BE%97%E3%81%9A
w_76cd61803b197a73,N1,ウエイト,ウエイト,"웨이트, 중량",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ウエイト,,,naver,surface,ウエイトトレーニングをやっています。,,,https://ja.dict.naver.com/#/search?query=%E3%82%A6%E3%82%A8%E3%82%A4%E3%83%88
w_00fdfc96ba99bd53,N1,そわそわ,そわそわ,"불안한 모습, 안절부절못하는 모습",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,そわそわ,,,naver,surface,そわそわと(して)周りを見る,,,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%82%8F%E3%81%9D%E3%82%8F
w_f16e08d56012f2ec,N1,透ける,すける,"비쳐보이다, 들여다보이다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,透ける,,,naver,surface,心の中が見え透けることば,,,https://ja.dict.naver.com/#/search?query=%E9%80%8F%E3%81%91%E3%82%8B
w_fc60d1c406caed4b,N1,みっちり,みっちり,"착실히, 충분히",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,みっちり,,,naver,surface,実力をみっちりつける,,,https://ja.dict.naver.com/#/search?query=%E3%81%BF%E3%81%A3%E3%81%A1%E3%82%8A
w_ea661acf1c6cecb0,N1,如実に,にょじつに,여실히,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=如実 suffix=に,naver,surface,戦争の悲惨さが如実に描かれている.,,,https://ja.dict.naver.com/#/search?query=%E5%A6%82%E5%AE%9F%E3%81%AB
w_e231cd88a2b8f92c,N1,生ぬるい,なまぬるい,"미지근하다, 어중간하다",naver-level-missing,naver_level_missing,,,,match,N1,生ぬるい·生温い,,,naver,surface,生ぬるい処置がもどかしい,,,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E3%81%AC%E3%82%8B%E3%81%84
w_5f96659e4595eaf7,N1,見失う,みうしなう,시야에서놓치다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,見失う,,,naver,surface,現象に捉われて本質を見失う,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E5%A4%B1%E3%81%86
w_032f55da8fa8b6a4,N1,遠ざける,とおざける,멀리하다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,遠ざける,,,naver,surface,悪友を遠ざける,,,https://ja.dict.naver.com/#/search?query=%E9%81%A0%E3%81%96%E3%81%91%E3%82%8B
w_e7491fca55f36dfd,N1,余波,よは,여파,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,余波,,,naver,surface,地震の余波で海が大きくうねった.,,,https://ja.dict.naver.com/#/search?query=%E4%BD%99%E6%B3%A2
w_ef7c2b36a078abcb,N1,取っ手,とって,손잡이,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,取っ手·把手,,,naver,reading,ドアのとってがすっぽ抜ける.,,,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%81%A3%E6%89%8B
w_363d405acaaef34e,N1,突き止める,つきとめる,"밝혀내다,알아내다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,突(き)止める,,,naver,surface,犯人の隠れ家を突き止める,,,https://ja.dict.naver.com/#/search?query=%E7%AA%81%E3%81%8D%E6%AD%A2%E3%82%81%E3%82%8B
w_a6eec0b6c22ca7ad,N1,薄々,うすうす,"희미하게, 어렴풋이",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,薄々,,,naver,surface,前から薄々気づいてはいた,,,https://ja.dict.naver.com/#/search?query=%E8%96%84%E3%80%85
w_87719fa65c93c9d4,N1,ひしひしと,ひしひしと,"절실히, 절절히(강하게 느끼는 모양)",naver-level-missing;spelling-kana-not-in-jmdict;example-headword-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,kana-not-in-jmdict,kana form absent from JMdict readings,naver,missing,身の危険を犇犇と感じる,,,https://ja.dict.naver.com/#/search?query=%E3%81%B2%E3%81%97%E3%81%B2%E3%81%97%E3%81%A8
w_d50fdb2a764e035e,N1,食い込む,くいこむ,"(다른 영역, 범위 등에)파고들다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,食(い)込む,,,naver,surface,さびは鉄に食い込む,,,https://ja.dict.naver.com/#/search?query=%E9%A3%9F%E3%81%84%E8%BE%BC%E3%82%80
w_bd3290eca50bee3f,N1,工面,くめん,자금마련,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,工面,,,naver,surface,ロ：はい、何とかあちこちから資金をやりくりして、やっと工面しました。,,,https://ja.dict.naver.com/#/search?query=%E5%B7%A5%E9%9D%A2
w_266cc2957a7a7159,N1,思い返す,おもいかえす,돌아보다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,思い返す,,,naver,surface,先生に注意されて思い返す,,,https://ja.dict.naver.com/#/search?query=%E6%80%9D%E3%81%84%E8%BF%94%E3%81%99
w_8883080375d6fc63,N1,抱負,ほうふ,포부,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,抱負,,,naver,surface,抱負が大きい,,,https://ja.dict.naver.com/#/search?query=%E6%8A%B1%E8%B2%A0
w_853cd2683b5ec7b5,N1,押し込む,おしこむ,밀어 넣다,naver-level-missing,naver_level_missing,,,,match,N1,押(し)込む,,,naver,surface,戸のすき間に新聞を押し込む.,,,https://ja.dict.naver.com/#/search?query=%E6%8A%BC%E3%81%97%E8%BE%BC%E3%82%80
w_0a296f21cc4bcccb,N1,手薄な,てうすな,"허술한,불충분한",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=手薄 suffix=な,naver,surface,辺境の守備が手薄な隙を狙って、敵軍が攻め寄せてきた。,,,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E8%96%84%E3%81%AA
w_2e4bd2c194875bdf,N1,画一的な,かくいつてきな,획일적인,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=画一的 suffix=な,naver,surface,この製品は、従来の車の画一的なデザインから、大きく外れている。,,,https://ja.dict.naver.com/#/search?query=%E7%94%BB%E4%B8%80%E7%9A%84%E3%81%AA
w_b632b45f0b30d03e,N1,打ち切る,うちきる,중지하다,naver-level-missing,naver_level_missing,,,,match,N1,打(ち)切る,,,naver,surface,時間がない。それで討論を打ち切る,,,https://ja.dict.naver.com/#/search?query=%E6%89%93%E3%81%A1%E5%88%87%E3%82%8B
w_22fa9db764d33512,N1,驚嘆する,きょうたんする,"경탄하다, 놀라다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=驚嘆 suffix=する,naver,surface,非凡な技に驚嘆する,,,https://ja.dict.naver.com/#/search?query=%E9%A9%9A%E5%98%86%E3%81%99%E3%82%8B
w_bc10256c90a28adf,N1,すべすべ,すべすべ,"(사물, 피부 등)매끈매끈한 모양",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,滑滑,,,naver,surface,肌がすべすべになる,,,https://ja.dict.naver.com/#/search?query=%E3%81%99%E3%81%B9%E3%81%99%E3%81%B9
w_6e5945c0cdea6719,N1,会心,かいしん,"회심,만족스러움",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,会心,,,naver,surface,会心の笑みを浮かべる[もらす].,,,https://ja.dict.naver.com/#/search?query=%E4%BC%9A%E5%BF%83
w_be035463f7a68af0,N1,つかの間,つかのま,"잠깐, 순간",naver-level-missing,naver_level_missing,,,,match,N1,束の間,,,naver,surface,ロ：はい。つかの間ではありますが日常を離れて楽しい時間を過ごしました。,,,https://ja.dict.naver.com/#/search?query=%E3%81%A4%E3%81%8B%E3%81%AE%E9%96%93
w_c6154fb9cdd3820f,N1,安らぐ,やすらぐ,평온해지다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,安らぐ,,,naver,surface,何故か心が安らぐ,,,https://ja.dict.naver.com/#/search?query=%E5%AE%89%E3%82%89%E3%81%90
w_75a1c52f3188946d,N1,和らぐ,やわらぐ,누그러지다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,和らぐ,,,naver,surface,"痛みがやむ[ひどい, 和らぐ]",,,https://ja.dict.naver.com/#/search?query=%E5%92%8C%E3%82%89%E3%81%90
w_3875cd9260023e61,N1,折り返す,おりかえす,"접어 되돌리다, 되접다",naver-level-missing,naver_level_missing,,,,match,N1,折(り)返す,,,naver,surface,9番をイーグルとして折り返すと、後半もバーディラッシュを見せた。,,,https://ja.dict.naver.com/#/search?query=%E6%8A%98%E3%82%8A%E8%BF%94%E3%81%99
