id,level,surface,reading_kana,meaning_ko,review_decision,review_surface,review_reading_kana,review_meaning_ko,merge_winner_id,review_reason,review_status,attention,surface_class,jmdict_exact_kind,flags,same_jmdict_entry_ids,same_reading_meaning_ids,prior_audit_decision,source,example_jp
w_a596d25683bf9187,N3,全部売れる,ぜんぶうれる,전부 팔리다,keep,全部売れる,ぜんぶうれる,전부 팔리다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n3,ロ：全部売れて、あれが残ったものです。
w_fbfb02796626e5ad,N3,騒音,そうおん,소음,keep,騒音,そうおん,소음,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,町の騒音にいらいらする.
w_cf59a0dc1eeb8684,N3,操作,そうさ,조작,keep,操作,そうさ,조작,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,マウス無しでパソコンを操作する
w_d19dd4254588db34,N3,創造,そうぞう,창조,keep,創造,そうぞう,창조,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:pass_n3,新しいスポーツ文化の創造に向けて―オリンピズムを考える
w_1d65f25823e21c05,N3,想像,そうぞう,상상,keep,想像,そうぞう,상상,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n1;pass_n3,想像を逞しゅうする
w_965b2af1b47eaf5e,N3,相続,そうぞく,상속,keep,相続,そうぞく,상속,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,父の財産を相続する.
w_582342dd56d6df96,N3,早退,そうたい,조퇴,keep,早退,そうたい,조퇴,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,会社を早退する
w_8573df1d0c5d173d,N3,装置,そうち,장치,keep,装置,そうち,장치,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,彼の案出にかかる便利な装置
w_b892e9fa3a475bbf,N3,速度,そくど,속도,keep,速度,そくど,속도,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3,摩擦によって速度が鈍る
w_cd9ef42ceb9ad142,N3,底,そこ,바닥,keep,底,そこ,바닥,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,倉庫の米も底をついた.
w_61a4f08497dfdf71,N3,組織,そしき,조직,keep,組織,そしき,조직,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,"権威がなければ,組織の秩序は崩れる."
w_ed7253f649ba00ee,N3,育つ,そだつ,자라다,keep,育つ,そだつ,자라다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,子供が健やかによく育つ.
w_6137a9f052a73aa2,N3,そっくり,そっくり,똑같이 생김,keep,そっくり,そっくり,똑같이 생김,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,hiragana,reading-form,,,,keep-kana,pdf:pass_n3,彼の家族はみんな一様に顔がそっくりだ。
w_e3f8ae1ac4c6e455,N3,そっと,そっと,살짝,keep,そっと,そっと,살짝,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,manually-adjudicated,medium,hiragana,reading-form,kana-has-kanji-variant,,,needs-review,pdf:pass_n3,そっと耳打ちしてやった.
w_6faad024e90604f7,N3,卒業,そつぎょう,졸업,keep,卒業,そつぎょう,졸업,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,彼は卒業すると共に結婚[就職]した
w_e136082930c8de6d,N3,袖,そで,소매,keep,袖,そで,소매,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,袖を絞る
w_16b5e002c7a1d2f2,N3,その内,そのうち,머지않아,keep,その内,そのうち,머지않아,,이전 가나 표기 전수 검수 유지: common JMdict form,manually-adjudicated,medium,kanji-hiragana,kanji-form,mixed-has-more-kanji-variant,,,jmdict-unambiguous,kaggle:robinpourtaud/jlpt-words-by-level,男は「イエスの再臨が近づいてきて、世界はそのうち終焉に至る」と言った。
w_18a15a1c8844b218,N3,そのまま,そのまま,그대로,keep,そのまま,そのまま,그대로,,이전 가나 표기 전수 검수 유지: explicit modern-kana preference,manually-adjudicated,medium,hiragana,reading-form,kana-has-kanji-variant,,,keep-kana-reviewed,kaggle:robinpourtaud/jlpt-words-by-level,彼の笑顔はまったく童顔そのままだ.
w_03df4391d73554e1,N3,粗末,そまつ,"허술한, 변변찮은",keep,粗末,そまつ,"허술한, 변변찮은",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,実際に経験してみると、キム代理は噂よりずいぶんお粗末な人だった。
w_156a7a5dffb72ac5,N3,それぞれ,それぞれ,각각,keep,それぞれ,それぞれ,각각,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,manually-adjudicated,medium,hiragana,reading-form,kana-has-kanji-variant,,,needs-review,kaggle:robinpourtaud/jlpt-words-by-level,人にはそれぞれ向き不向きがある.
w_7a351a9f11bcc39f,N3,そろそろ,そろそろ,슬슬,keep,そろそろ,そろそろ,슬슬,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,hiragana,reading-form,,,,keep-kana,pdf:pass_n3,そろそろスイカ(水瓜)が出るころだ
w_c79fbc89521090fe,N3,損,そん,손해,keep,損,そん,손해,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,短慮を起こしては損だ.
w_52a21380cd77353c,N3,損害,そんがい,손해,keep,損害,そんがい,손해,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,敵に劇甚の損害を与える.
w_14c1ba1d71655887,N3,尊敬,そんけい,존경,keep,尊敬,そんけい,존경,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,"いくらお金持ちだといっても,尊敬されるほどの人物ではない."
w_4761cf0171ef6fcb,N3,存在,そんざい,존재,keep,存在,そんざい,존재,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3,今も厳然と存在している.
w_46ebc05fa0efcf36,N3,尊重,そんちょう,존중,keep,尊重,そんちょう,존중,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,親友とは、お互いを尊重して高め合うものだ
w_1c8f7a6eb0fd745f,N3,象,ぞう,코끼리,keep,象,ぞう,코끼리,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,象の餌やり体験をする
w_76e966f0f6b78e86,N3,田,た,논,keep,田,た,논,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,水を引いて田をつくる.
w_c7cdec7f5cdbb114,N3,体育,たいいく,체육,keep,体育,たいいく,체육,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,運動会に向けて、体育館で大縄跳びの練習をした
w_157d636805b135c5,N3,体温,たいおん,체온,keep,体温,たいおん,체온,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,麦茶には、体温を下げるとともに血流を改善する効果があることが分かっています。
w_af0c5ae8a48bc5c9,N3,大会,たいかい,대회,keep,大会,たいかい,대회,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,大会の準備に余念がない
w_d959c34ab8b38405,N3,大気,たいき,대기,keep,大気,たいき,대기,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,大気の影響でまた寒くなる.
w_9424ad8f5a008305,N3,退屈,たいくつ,지루함,keep,退屈,たいくつ,지루함,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,仕事は私たちを、退屈、悪徳、欲求という3つの巨大な悪から救う。(ヴォルテール)
w_3ebfa99829fc4257,N3,退屈だ,たいくつだ,따분하다,keep,退屈だ,たいくつだ,따분하다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:mkt_n2;mkt_n3,毎日がいつも同じことの続きなので退屈だ。
w_22d673fdc51556a2,N3,滞在,たいざい,체재,keep,滞在,たいざい,체재,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,ホテルに滞在する
w_e8bbcc5b4ee952cd,N3,大使,たいし,대사,keep,大使,たいし,대사,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,大使に訓電する
w_d458d92926941071,N3,大した,たいした,대단한,keep,大した,たいした,대단한,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,大した男ではない.
w_21ef424bae0fce6c,N3,対象,たいしょう,대상,keep,対象,たいしょう,대상,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,子供は料金の対象から除外した
w_e3cea66353048531,N3,体重,たいじゅう,체중,keep,体重,たいじゅう,체중,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,体重の割りに上背がない.
w_22ee51135ccc7440,N3,対する,たいする,"대하다, 상대하다",keep,対する,たいする,"대하다, 상대하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,親切な態度で客に対する
w_1961981a67e35472,N3,大戦,たいせん,대전,keep,大戦,たいせん,대전,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,それがこの大戦の口火となった
w_c93e08df05ce5e77,N3,大半,たいはん,대부분,keep,大半,たいはん,대부분,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,住民の大半は農業を営んでいる
w_a6d0d7928dd822e5,N3,大変だ,たいへんだ,"큰일이다, 힘들다",keep,大変だ,たいへんだ,"큰일이다, 힘들다",,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n3,大変だ、子供が車にひかれた
w_35b244c50e6d8273,N3,逮捕,たいほ,체포,keep,逮捕,たいほ,체포,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,万引きした疑いで逮捕された
w_ca1e0075e06a3471,N3,太陽,たいよう,태양,keep,太陽,たいよう,태양,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,地球は太陽の周囲を公転する.
w_4864cdd403be8cb0,N3,平ら,たいら,평평한,keep,平ら,たいら,평평한,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,平らな板の底に，二本のランナーがついている
w_25d15c994ad935f3,N3,大陸,たいりく,대륙,keep,大陸,たいりく,대륙,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,日本は古く大陸と陸続きであった
w_41251cda052c6ddc,N3,大量,たいりょう,대량,keep,大量,たいりょう,대량,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:pass_n3,地元で大量に得票する.
w_ae3d5dac3b60593a,N3,体力,たいりょく,체력,keep,体力,たいりょく,체력,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,体力が減退して今までのようでない.
w_d3d82a7140e0780e,N3,倒れる,たおれる,"쓰러지다,넘어지다",keep,倒れる,たおれる,"쓰러지다,넘어지다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n2;mkt_n3,大の字なりに倒れる.
w_8fa7dd71b0f48a78,N3,宝,たから,보물,keep,宝,たから,보물,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,堪忍は一生の宝である.
w_2f921837b379349c,N3,互い,たがい,서로,keep,互い,たがい,서로,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,互いに相対の関係にある.
w_3481ddb4df7073f3,N3,宅,たく,"집, 댁",keep,宅,たく,"집, 댁",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,明晩お宅へお伺いします
w_fff5604ec94b9ba6,N3,炊く,たく,(밥을) 짓다,keep,炊く,たく,(밥을) 짓다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,小豆を混ぜて飯を炊く; 赤飯を炊く.
w_68887c67e5a02b65,N3,たくさん残る,たくさんのこる,많이 남다,keep,たくさん残る,たくさんのこる,많이 남다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n3,最近はオンラインでの商売をすることが収益がたくさん残る。
w_79aa315fe2fb6fed,N3,確かめる,たしかめる,확인하다,keep,確かめる,たしかめる,확인하다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n2;mkt_n3;pass_n3,言葉の意味を辞書で確かめる
w_e3819b3a806f61d1,N3,多少,たしょう,다소,keep,多少,たしょう,다소,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n2;mkt_n3,貯えが多少ある.
w_1e354bb928b1856a,N3,助かる,たすかる,"살아나다, 도움이 되다",keep,助かる,たすかる,"살아나다, 도움이 되다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,危ういところで助かる
w_30b329f1b9acd6f4,N3,助ける,たすける,"돕다, 구하다",keep,助ける,たすける,"돕다, 구하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,困っている人を助ける.
w_071a12990474af5c,N3,戦い,たたかい,"싸움, 전투",keep,戦い,たたかい,"싸움, 전투",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,小癪にも戦いをいどんできた
w_ccae99849468c640,N3,戦う,たたかう,싸우다,keep,戦う,たたかう,싸우다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n3;pass_n3,力を合わせて強敵と戦う.
w_6d74d0384fabf212,N3,畳む,たたむ,"(빨래를)개다; 접다, 개다",keep,畳む,たたむ,"(빨래를)개다; 접다, 개다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n3,服を綺麗に畳む
w_a20295fb863710b7,N3,立ち上がる,たちあがる,일어서다,keep,立ち上がる,たちあがる,일어서다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,励ましの言葉に力づいて再び立ち上がる.
w_b6b89b808d6ae0ec,N3,立場,たちば,"입장, 처지",keep,立場,たちば,"입장, 처지",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,彼女の苦しい立場を思いやる.
w_71054613e3ca4e9f,N3,たっぷり,たっぷり,"듬뿍, 충분히",keep,たっぷり,たっぷり,"듬뿍, 충분히",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,hiragana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,飯をおわんにたっぷり盛る
w_f9cbb66f95c14ac7,N3,経つ,たつ,"(시간이)흐르다,경과하다",keep,経つ,たつ,"(시간이)흐르다,경과하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n2;mkt_n3;pass_n3,時間がどんどん経つ
w_3b3ade7f79b33d9c,N3,谷,たに,"골짜기, 계곡",keep,谷,たに,"골짜기, 계곡",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,人々は、彼が魔の谷と呼ばれる渓谷から生還したのは奇跡だと言った。
w_c4f487d93a8a5f0e,N3,他人,たにん,타인,keep,他人,たにん,타인,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,敵地[他人の権利]を蹂躙する.
w_a68d1d31629a25ca,N3,頼む,たのむ,부탁하다,keep,頼む,たのむ,부탁하다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n2;pass_n3,橋渡しを頼む
w_4c66eb1b6b55b00c,N3,束,たば,"다발, 묶음",keep,束,たば,"다발, 묶음",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,へぎに蕎麦を小さな束にして盛りつけたものがへぎそばです。
w_6e686d3e4ecd6a66,N3,旅,たび,여행,keep,旅,たび,여행,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,オフシーズンの旅こそ，「旅」本来の楽しみを得ることができる
w_14b7a7565fa9e8f4,N3,度々,たびたび,"자주, 여러 번",keep,度々,たびたび,"자주, 여러 번",,이전 가나 표기 전수 검수 유지: common JMdict form,dictionary-verified,none,kanji,kanji-form,,,,jmdict-unambiguous,kaggle:robinpourtaud/jlpt-words-by-level,基本に忠実な激しいタックルで，たびたびＭ大のファンブルを誘った
w_9a0f257e7a6a025d,N3,弾,たま,"총알, 탄환",keep,弾,たま,"총알, 탄환",,같은 사전 항목에 속하지만 한자별 의미·용법 차이가 있어 별도 학습어로 유지,manually-adjudicated,high,kanji,kanji-form,same-jmdict-entry-duplicate,w_3b9d9ce93ef60c2e,,,kaggle:robinpourtaud/jlpt-words-by-level,弾[弾丸]が肩を貫通する
w_3b9d9ce93ef60c2e,N3,玉,たま,"구슬, 공",keep,玉,たま,"구슬, 공",,같은 사전 항목에 속하지만 한자별 의미·용법 차이가 있어 별도 학습어로 유지,manually-adjudicated,high,kanji,kanji-form,same-jmdict-entry-duplicate,w_9a0f257e7a6a025d,,,kaggle:robinpourtaud/jlpt-words-by-level,指で玉を弾くと玉が前にころころと転がっていく。
w_4dde3428187bb98a,N3,たまたま,たまたま,우연히,keep,たまたま,たまたま,우연히,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,manually-adjudicated,medium,hiragana,reading-form,kana-has-kanji-variant,,,needs-review,kaggle:robinpourtaud/jlpt-words-by-level,キム博士は、たまたま偶然その理論を発見した。
w_f9e0f3dbb59a25b1,N3,溜まる,たまる,"쌓이다, 모이다",keep,溜まる,たまる,"쌓이다, 모이다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ベランダに埃が溜まる
w_dd4d24da268be655,N3,試す,ためす,"시험하다, 시도하다",keep,試す,ためす,"시험하다, 시도하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ぶどう酒の香味を試す.
w_05f860fbf6ccf03f,N3,溜める,ためる,"모으다, 쌓다",keep,溜める,ためる,"모으다, 쌓다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,雨水を溜める
w_6eb60bb5310e4b19,N3,貯める,ためる,"모으다, 담다",keep,貯める,ためる,"모으다, 담다",,이전 가나 표기 전수 검수 유지: unique JMdict form occurs in curated example,dictionary-verified,none,kanji-hiragana,kanji-form,,,,example-exact,pdf:pass_n3,せっせと金を貯める
w_45606d7aaaf2334b,N3,便り,たより,"소식, 편지",keep,便り,たより,"소식, 편지",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,近ごろはさっぱり便りがない.
w_beba51ed42057271,N3,頼る,たよる,"의지하다,기대다",keep,頼る,たよる,"의지하다,기대다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n3;pass_n3,病気の治癒を仏力に頼る.
w_332b2501172d4da8,N3,単位,たんい,"단위, 학점",keep,単位,たんい,"단위, 학점",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,フランスでは，メートルが「発明」されるまで長さの単位が地方ごとに違っていた
w_cf691fc505c3c55d,N3,短気だ,たんきだ,성미가급하다,keep,短気だ,たんきだ,성미가급하다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:mkt_n3;pass_n3,男が短気だ。
w_b8ef1a18a4e02ae4,N3,短気な,たんきな,성급한,keep,短気な,たんきな,성급한,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n3,見かけに寄らず短気な人だ
w_615accc201a27c29,N3,単語,たんご,단어,keep,単語,たんご,단어,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:pass_n3,単語をいろは順に排する
w_e5cb855b3be119ec,N3,単純,たんじゅん,단순,keep,単純,たんじゅん,단순,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,単純にして明快だ.
w_5d840d71a8117da4,N3,単純だ,たんじゅんだ,단순하다,keep,単純だ,たんじゅんだ,단순하다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:mkt_n3;pass_n3,考え方が単純だ。
w_244fcdce33fb02ec,N3,誕生,たんじょう,탄생,keep,誕生,たんじょう,탄생,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3,男が中心の闘牛の世界に，……欧州では初の女性マタドールが誕生した
w_c4196b51c20d2d04,N3,単に,たんに,단지,keep,単に,たんに,단지,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,それは単に推量に過ぎない.
w_589a52918b01d7d5,N3,題,だい,"제목, 문제",keep,題,だい,"제목, 문제",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,題をつける
w_431d67f8be9c0112,N3,代金,だいきん,대금,keep,代金,だいきん,대금,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n3;pass_n3,代金が未払いになっている.
w_2048c0f58bb9dfe8,N3,大臣,だいじん,"대신, 장관",keep,大臣,だいじん,"대신, 장관",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,大臣が学長を兼職することは好ましくない
w_b9f4df95e1f6cfcd,N3,大統領,だいとうりょう,대통령,keep,大統領,だいとうりょう,대통령,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,国政は大統領が統べている.
w_5bd9adb31e79ca8e,N3,代表,だいひょう,대표,keep,代表,だいひょう,대표,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ブラジル代表がスペイン代表に激勝して優勝を飾った
w_7f8b1efcd206d4ac,N3,代表的だ,だいひょうてきだ,대표적이다,keep,代表的だ,だいひょうてきだ,대표적이다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:mkt_n3,漢江(ハンガン)は、ソウルの代表的な顔だ。
