literal,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,source,source_url,license,qa_status,data_version,qa_note
罵,"[""욕하다"",""매도하다""]","[""abuse"",""insult""]","[""バ""]","[""ののし.る""]",网,그물 망,122,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
馬,"[""말""]","[""horse""]","[""バ""]","[""うま"",""うま-"",""ま""]",馬,말 마,187,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
俳,"[""배우"",""하이쿠""]","[""haiku"",""actor""]","[""ハイ""]",[],人,사람 인,9,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
廃,"[""쇠퇴하다""]","[""abolish"",""obsolete"",""cessation"",""discarding"",""abandon""]","[""ハイ""]","[""すた.れる"",""すた.る""]",广,엄호 엄,53,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
拝,"[""절하다"",""경배하다""]","[""worship"",""adore"",""pray to""]","[""ハイ""]","[""おが.む"",""おろが.む""]",手,손 수,64,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
排,"[""배척하다"",""줄 세우다""]","[""repudiate"",""exclude"",""expel"",""reject"",""line up"",""arrange""]","[""ハイ""]",[],手,손 수,64,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
敗,"[""패배"",""실패""]","[""failure"",""defeat"",""reversal""]","[""ハイ""]","[""やぶ.れる""]",攴,둥글월 문,66,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
杯,"[""술잔"",""잔""]","[""counter for cupfuls"",""wine glass"",""glass"",""toast""]","[""ハイ""]","[""さかずき""]",木,나무 목,75,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
背,"[""등지다"",""어기다""]","[""stature"",""height"",""back"",""behind"",""disobey"",""defy"",""go back on"",""rebel""]","[""ハイ""]","[""せ"",""せい"",""そむ.く"",""そむ.ける""]",肉,고기 육,130,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
輩,"[""무리"",""동료""]","[""comrade"",""fellow"",""people"",""companions""]","[""ハイ""]","[""-ばら"",""やから"",""やかい"",""ともがら""]",車,수레 거,159,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
配,"[""나눠주다""]","[""distribute"",""spouse"",""exile"",""rationing""]","[""ハイ""]","[""くば.る""]",酉,닭 유,164,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
倍,"[""두 배""]","[""double"",""twice"",""times"",""fold""]","[""バイ""]",[],人,사람 인,9,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
培,"[""기르다"",""배양하다""]","[""cultivate"",""foster""]","[""バイ""]","[""つちか.う""]",土,흙 토,32,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
梅,"[""매실"",""매화"",""하급""]","[""plum""]","[""バイ""]","[""うめ""]",木,나무 목,75,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
買,"[""사다"",""구입하다""]","[""buy""]","[""バイ""]","[""か.う""]",貝,조개 패,154,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
売,"[""팔다""]","[""sell""]","[""バイ""]","[""う.る"",""う.れる""]",士,선비 사,33,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
賠,"[""배상하다""]","[""compensation"",""indemnify""]","[""バイ""]",[],貝,조개 패,154,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
這,"[""기다"",""기어가다""]","[""crawl"",""creep"",""grovel"",""trail (vines)""]","[""シャ"",""ゲン""]","[""は.う"",""は.い"",""むか.える"",""この""]",辵,책받침 착,162,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
秤,"[""저울""]","[""balances"",""scales"",""steelyard""]","[""ショウ"",""ヒン"",""ビン""]","[""はかり""]",禾,벼 화,115,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
伯,"[""백작"",""숙부""]","[""chief"",""count"",""earl"",""uncle"",""Brazil""]","[""ハク""]",[],人,사람 인,9,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
剥,"[""(껍질을) 벗기다""]","[""come off"",""peel"",""fade"",""discolor""]","[""ハク"",""ホク""]","[""へ.ぐ"",""へず.る"",""む.く"",""む.ける"",""は.がれる"",""は.ぐ"",""は.げる"",""は.がす""]",刀,칼 도,18,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
博,"[""넓다"",""박식하다""]","[""Dr."",""command"",""esteem"",""win acclaim"",""Ph.D."",""exposition"",""fair""]","[""ハク"",""バク""]",[],十,열 십,24,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,2,Human-reviewed 2026-08-19: KANJIDIC meanings and linked release vocabulary cross-checked.
拍,"[""박수"",""박자""]","[""clap"",""beat (music)""]","[""ハク"",""ヒョウ""]",[],手,손 수,64,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
泊,"[""묵다"",""숙박하다""]","[""overnight stay"",""put up at"",""ride at anchor""]","[""ハク""]","[""と.まる"",""と.める""]",水,물 수,85,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
白,"[""흰색"",""하양""]","[""white""]","[""ハク"",""ビャク""]","[""しろ"",""しら-"",""しろ.い""]",白,흰 백,106,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
舶,"[""배"",""선박""]","[""liner"",""ship""]","[""ハク""]",[],舟,배 주,137,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
薄,"[""얇다"",""엷다""]","[""dilute"",""thin"",""weak (tea)"",""pampas grass""]","[""ハク""]","[""うす.い"",""うす-"",""-うす"",""うす.める"",""うす.まる"",""うす.らぐ"",""うす.ら-"",""うす.れる"",""すすき""]",艸,풀 초,140,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
迫,"[""육박하다"",""다가오다""]","[""urge"",""force"",""imminent"",""spur on""]","[""ハク""]","[""せま.る""]",辵,책받침 착,162,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
漠,"[""막연함"",""사막""]","[""vague"",""obscure"",""desert"",""wide""]","[""バク""]",[],水,물 수,85,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
爆,"[""폭발하다""]","[""bomb"",""burst open"",""pop"",""split""]","[""バク""]","[""は.ぜる""]",火,불 화,86,19,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
縛,"[""묶다"",""속박하다""]","[""truss"",""arrest"",""bind"",""tie"",""restrain""]","[""バク""]","[""しば.る""]",糸,실 사,120,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
麦,"[""보리"",""밀""]","[""barley"",""wheat""]","[""バク""]","[""むぎ""]",麥,보리 맥,199,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
箸,"[""젓가락""]","[""chopsticks""]","[""チョ"",""チャク""]","[""はし""]",竹,대 죽,118,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
筈,"[""~일 것이다"",""~해야 한다""]","[""notch of an arrow"",""ought"",""must"",""should be"",""expected""]","[""カツ""]","[""はず"",""やはず""]",竹,대 죽,118,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
肌,"[""피부""]","[""texture"",""skin"",""body"",""grain""]","[""キ""]","[""はだ""]",肉,고기 육,130,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
畑,"[""밭""]","[""farm"",""field"",""garden"",""one's specialty"",""(kokuji)""]",[],"[""はた"",""はたけ"",""-ばたけ""]",田,밭 전,102,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
八,"[""여덟""]","[""eight"",""eight radical (no. 12)""]","[""ハチ"",""ハツ""]","[""や"",""や.つ"",""やっ.つ"",""よう""]",八,여덟 팔,12,2,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
鉢,"[""화분"",""큰 그릇""]","[""bowl"",""rice tub"",""pot"",""crown""]","[""ハチ"",""ハツ""]",[],金,쇠 금,167,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
発,"[""출발""]","[""departure"",""discharge"",""publish"",""emit"",""start from"",""disclose"",""counter for gunshots""]","[""ハツ"",""ホツ""]","[""た.つ"",""あば.く"",""おこ.る"",""つか.わす"",""はな.つ""]",癶,필 발,105,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
髪,"[""머리카락""]","[""hair of the head""]","[""ハツ""]","[""かみ""]",髟,터럭발 표,190,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
罰,"[""벌"",""처벌""]","[""penalty"",""punishment""]","[""バツ"",""バチ"",""ハツ""]","[""ばっ.する""]",网,그물 망,122,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
抜,"[""뽑다"",""빼다""]","[""slip out"",""extract"",""pull out"",""pilfer"",""quote"",""remove"",""omit""]","[""バツ"",""ハツ"",""ハイ""]","[""ぬ.く"",""-ぬ.く"",""ぬ.き"",""ぬ.ける"",""ぬ.かす"",""ぬ.かる""]",手,손 수,64,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
伴,"[""동반하다""]","[""consort"",""accompany"",""bring with"",""companion""]","[""ハン"",""バン""]","[""ともな.う""]",人,사람 인,9,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
判,"[""판단"",""도장""]","[""judgement"",""judgment"",""signature"",""stamp"",""seal""]","[""ハン"",""バン""]","[""わか.る""]",刀,칼 도,18,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
半,"[""반"",""절반""]","[""half"",""middle"",""odd number"",""semi-"",""part-""]","[""ハン""]","[""なか.ば""]",十,열 십,24,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
反,"[""휘다"",""뒤틀리다""]","[""anti-""]","[""ハン"",""ホン"",""タン"",""ホ""]","[""そ.る"",""そ.らす"",""かえ.す"",""かえ.る"",""-かえ.る""]",又,또 우,29,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
搬,"[""운반하다""]","[""conveyor"",""carry"",""transport""]","[""ハン""]",[],手,손 수,64,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
斑,"[""얼룩"",""고르지 못함""]","[""spot"",""blemish"",""speck"",""patches""]","[""ハン""]","[""ふ"",""まだら""]",文,글월 문,67,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
板,"[""판자"",""널빤지""]","[""plank"",""board"",""plate"",""stage""]","[""ハン"",""バン""]","[""いた""]",木,나무 목,75,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
版,"[""판"",""인쇄판""]","[""printing block"",""printing plate"",""edition"",""impression"",""label""]","[""ハン""]",[],片,조각 편,91,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
犯,"[""(죄를)범하다"",""(법을)어기다""]","[""crime"",""sin"",""offense""]","[""ハン"",""ボン""]","[""おか.す""]",犬,개 견,94,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
繁,"[""번성하다"",""복잡함""]","[""luxuriant"",""thick"",""overgrown"",""frequency"",""complexity"",""trouble""]","[""ハン""]","[""しげ.る"",""しげ.く""]",糸,실 사,120,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
般,"[""일반"",""종류""]","[""carrier"",""carry"",""all"",""general"",""sort"",""kind""]","[""ハン""]",[],舟,배 주,137,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
販,"[""팔다"",""판매""]","[""marketing"",""sell"",""trade""]","[""ハン""]",[],貝,조개 패,154,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
範,"[""본보기"",""범위""]","[""pattern"",""example"",""model""]","[""ハン""]",[],竹,대 죽,118,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
煩,"[""번거롭다"",""걱정""]","[""anxiety"",""trouble"",""worry"",""pain"",""ill"",""annoy"",""nuisance"",""irksome""]","[""ハン"",""ボン""]","[""わずら.う"",""わずら.わす"",""うるさ.がる"",""うるさ.い""]",火,불 화,86,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
飯,"[""식사"",""음식""]","[""meal"",""boiled rice""]","[""ハン""]","[""めし""]",食,밥 식,184,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
晩,"[""밤"",""저녁""]","[""nightfall"",""night""]","[""バン""]",[],日,날 일,72,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
番,"[""차례"",""번호""]","[""turn"",""number in a series""]","[""バン""]","[""つが.い""]",田,밭 전,102,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
盤,"[""판"",""쟁반""]","[""tray"",""shallow bowl"",""platter"",""tub"",""board"",""phonograph record""]","[""バン""]",[],皿,그릇 명,108,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
卑,"[""저속한""]","[""lowly"",""base"",""vile"",""vulgar"",""despise""]","[""ヒ""]","[""いや.しい"",""いや.しむ"",""いや.しめる""]",十,열 십,24,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
否,"[""부정하다"",""거부하다""]","[""negate"",""no"",""noes"",""refuse"",""decline"",""deny""]","[""ヒ""]","[""いな"",""いや""]",口,입 구,30,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
庇,"[""감싸다"",""비호하다"",""두둔하다""]","[""protect"",""shield"",""defend"",""eaves"",""canopy"",""penthouse"",""visor""]","[""ヒ""]","[""ひさし"",""おお.う"",""かば.う""]",广,엄호 엄,53,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
彼,"[""그"",""남자친구""]","[""he"",""that"",""the""]","[""ヒ""]","[""かれ"",""かの"",""か.の""]",彳,두인변 척,60,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
悲,"[""슬프다""]","[""grieve"",""sad"",""deplore"",""regret""]","[""ヒ""]","[""かな.しい"",""かな.しむ""]",心,마음 심,61,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
扉,"[""문"",""문짝""]","[""front door"",""title page"",""front page""]","[""ヒ""]","[""とびら""]",戶,지게 호,63,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
批,"[""비평"",""치다""]","[""criticism"",""strike""]","[""ヒ""]",[],手,손 수,64,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
披,"[""펼치다"",""드러내다""]","[""expose"",""open""]","[""ヒ""]",[],手,손 수,64,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
比,"[""비교하다""]","[""compare"",""race"",""ratio"",""Philippines""]","[""ヒ""]","[""くら.べる""]",比,견줄 비,81,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
疲,"[""피로""]","[""exhausted"",""tire"",""weary""]","[""ヒ""]","[""つか.れる"",""-づか.れ"",""つか.らす""]",疒,병질안 역,104,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
皮,"[""껍질"",""가죽""]","[""pelt"",""skin"",""hide"",""leather"",""skin radical (no. 107)""]","[""ヒ""]","[""かわ""]",皮,가죽 피,107,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
秘,"[""숨기다"",""감추다""]","[""secret"",""conceal""]","[""ヒ""]","[""ひ.める"",""ひそ.か"",""かく.す""]",禾,벼 화,115,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
被,"[""쓰다"",""뒤집어쓰다"",""덮이다""]","[""incur"",""cover"",""veil"",""brood over"",""shelter"",""wear"",""put on"",""be exposed (film)"",""receiving""]","[""ヒ""]","[""こうむ.る"",""おお.う"",""かぶ.る"",""かぶ.せる""]",衣,옷 의,145,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
費,"[""다소비하다""]","[""expense"",""cost"",""spend"",""consume"",""waste""]","[""ヒ""]","[""つい.やす"",""つい.える""]",貝,조개 패,154,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
避,"[""피하다"",""꺼리다""]","[""evade"",""avoid"",""avert"",""ward off"",""shirk"",""shun""]","[""ヒ""]","[""さ.ける"",""よ.ける""]",辵,책받침 착,162,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
