literal,highest_severity,checks,details,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,qa_status,linked_word_count,linked_word_examples
董,review,manual_review_required,,"[""바로잡다""]","[""correct""]","[""トウ""]","[""ただ.す""]",艸,풀 초,140,12,auto,1,骨董品/こっとうひん:골동품
葬,review,manual_review_required,,"[""장사 지내다"",""묻다""]","[""interment"",""bury"",""shelve""]","[""ソウ""]","[""ほうむ.る""]",艸,풀 초,140,12,auto,1,葬式/そうしき:장례식
蒸,review,manual_review_required,,"[""찌다"",""무덥다""]","[""steam"",""heat"",""sultry"",""foment"",""get musty""]","[""ジョウ"",""セイ""]","[""む.す"",""む.れる"",""む.らす""]",艸,풀 초,140,13,auto,6,"蒸し暑い/むしあつい:무덥다 || 蒸す/むす:찌다, 무덥다 || 蒸気/じょうき:증기 || 蒸発/じょうはつ:증발 || 水蒸気/すいじょうき:물 증기, 증기 || 蒸留/じょうりゅう:증류"
蓄,review,manual_review_required,,"[""저축하다"",""비축하다""]","[""amass"",""raise"",""hoard"",""store""]","[""チク""]","[""たくわ.える""]",艸,풀 초,140,13,auto,3,"蓄える/たくわえる:저축하다,비축하다 || 蓄積/ちくせき:축적 || 貯蓄/ちょちく:저축"
蓋,review,manual_review_required,,"[""뚜껑"",""덮개""]","[""cover"",""lid"",""flap""]","[""ガイ"",""カイ"",""コウ""]","[""ふた"",""けだ.し"",""おお.う"",""かさ"",""かこう""]",艸,풀 초,140,13,auto,1,"蓋/ふた:뚜껑, 덮개"
蔑,review,manual_review_required,,"[""업신여기다"",""무시하다""]","[""ignore"",""despise"",""neglect"",""ridicule""]","[""ベツ""]","[""ないがしろ"",""なみ.する"",""くらい"",""さげす.む""]",艸,풀 초,140,14,auto,1,軽蔑/けいべつ:경멸
蔵,review,manual_review_required,,"[""곳간"",""창고""]","[""storehouse"",""hide"",""own"",""have"",""possess""]","[""ゾウ"",""ソウ""]","[""くら"",""おさ.める"",""かく.れる""]",艸,풀 초,140,15,auto,4,"貯蔵/ちょぞう:저장, 비축 || 蔵/くら:곳간, 창고 || 内蔵/ないぞう:내장(內藏), 내장형 || 埋蔵/まいぞう:매장"
蕾,review,manual_review_required,,"[""꽃봉오리""]","[""bud (plants, mushrooms not yet opened)""]","[""ライ""]","[""つぼみ""]",艸,풀 초,140,16,auto,1,蕾/つぼみ:꽃봉오리
薄,review,manual_review_required,,"[""얇다"",""엷다""]","[""dilute"",""thin"",""weak (tea)"",""pampas grass""]","[""ハク""]","[""うす.い"",""うす-"",""-うす"",""うす.める"",""うす.まる"",""うす.らぐ"",""うす.ら-"",""うす.れる"",""すすき""]",艸,풀 초,140,16,auto,6,"薄い/うすい:얇다,엷다 || 薄暗い/うすぐらい:어슴푸레하다 || 薄れる/うすれる:엷어지다,약해지다 || 薄める/うすめる:희석하다, 묽게 하다 || 薄々/うすうす:희미하게, 어렴풋이 || 手薄/てうす:허술한,불충분한"
薦,review,manual_review_required,,"[""추천하다"",""권하다""]","[""recommend"",""mat"",""advise"",""encourage"",""offer""]","[""セン""]","[""すす.める""]",艸,풀 초,140,16,auto,1,推薦/すいせん:추천
薬,review,manual_review_required,,"[""약""]","[""medicine"",""chemical"",""enamel"",""gunpowder"",""benefit""]","[""ヤク""]","[""くすり""]",艸,풀 초,140,16,auto,5,"薬/くすり:약 || 薬局/やっきょく:약국 || 薬指/くすりゆび:약지, 약손가락 || 薬品/やくひん:약품, 화학 약품 || 農薬/のうやく:농약"
藁,review,manual_review_required,,"[""짚""]","[""straw""]","[""コウ""]","[""わら""]",艸,풀 초,140,17,auto,1,藁/わら:짚
蘇,review,manual_review_required,,"[""되살아나다"",""부활하다""]","[""be resuscitated"",""revived"",""perilla"",""shiso""]","[""ソ"",""ス""]","[""よみがえ.る""]",艸,풀 초,140,19,auto,1,"蘇る/よみがえる:되살아나다, 부활하다; 되살아나다, 소생하다"
虎,review,manual_review_required,,"[""호랑이""]","[""tiger"",""drunkard""]","[""コ""]","[""とら""]",虍,범 호,141,8,auto,1,虎/とら:호랑이
虚,review,manual_review_required,,"[""비다"",""허위""]","[""void"",""emptiness"",""unpreparedness"",""crack"",""fissure"",""untruth""]","[""キョ"",""コ""]","[""むな.しい"",""うつ.ろ""]",虍,범 호,141,11,auto,1,"謙虚/けんきょ:겸손, 겸양"
虜,review,manual_review_required,,"[""포로""]","[""captive"",""barbarian"",""low epithet for the enemy""]","[""リョ"",""ロ""]","[""とりこ"",""とりく""]",虍,범 호,141,13,auto,1,捕虜/ほりょ:포로
虫,review,manual_review_required,,"[""벌레""]","[""insect"",""bug"",""temper""]","[""チュウ"",""キ""]","[""むし""]",虫,벌레 충,142,6,auto,3,"虫/むし:벌레 || 虫歯/むしば:충치 || 昆虫/こんちゅう:곤충, 벌레, 오류"
虹,review,manual_review_required,,"[""무지개""]","[""rainbow""]","[""コウ""]","[""にじ""]",虫,벌레 충,142,9,auto,1,虹/にじ:무지개
蚊,review,manual_review_required,,"[""모기""]","[""mosquito""]","[""ブン""]","[""か""]",虫,벌레 충,142,10,auto,1,蚊/か:모기
蛇,review,manual_review_required,,"[""뱀""]","[""snake"",""serpent"",""hard drinker""]","[""ジャ"",""ダ"",""イ"",""ヤ""]","[""へび""]",虫,벌레 충,142,11,auto,1,蛇口/じゃぐち:수도꼭지
蛍,review,manual_review_required,,"[""반딧불이""]","[""lightning-bug"",""firefly""]","[""ケイ""]","[""ほたる""]",虫,벌레 충,142,11,auto,1,蛍光灯/けいこうとう:형광등
蜂,review,manual_review_required,,"[""벌""]","[""bee"",""wasp"",""hornet""]","[""ホウ""]","[""はち""]",虫,벌레 충,142,13,auto,1,蜂蜜/はちみつ:꿀
蜜,review,manual_review_required,,"[""꿀""]","[""honey"",""nectar"",""molasses""]","[""ミツ"",""ビツ""]",[],虫,벌레 충,142,14,auto,1,蜂蜜/はちみつ:꿀
蝶,review,manual_review_required,,"[""나비""]","[""butterfly""]","[""チョウ""]",[],虫,벌레 충,142,15,auto,1,蝶/ちょう:나비
融,review,manual_review_required,,"[""녹다"",""융합""]","[""dissolve"",""melt""]","[""ユウ""]","[""と.ける"",""と.かす""]",虫,벌레 충,142,16,auto,4,金融/きんゆう:금융 || 融合/ゆうごう:융합 || 融資/ゆうし:융자 || 融通/ゆうずう:융통
血,review,manual_review_required,,"[""피"",""혈액""]","[""blood""]","[""ケツ""]","[""ち""]",血,피 혈,143,6,auto,8,"血/ち:피, 혈액 || 血液/けつえき:혈액 || 血液型/けつえきがた:혈액형 || 出血/しゅっけつ:출혈 || 血圧/けつあつ:혈압 || 輸血/ゆけつ:수혈 || 血管/けっかん:혈관 || 混血/こんけつ:혼혈"
衆,review,manual_review_required,,"[""무리"",""대중""]","[""masses"",""great numbers"",""multitude"",""populace""]","[""シュウ"",""シュ""]","[""おお.い""]",血,피 혈,143,12,auto,5,公衆/こうしゅう:공공의 || 大衆/たいしゅう:대중 || 衆議院/しゅうぎいん:중의원 || 群衆/ぐんしゅう:군중 || 観衆/かんしゅう:관중
行,review,manual_review_required,,"[""가다""]","[""going"",""journey"",""carry out"",""conduct"",""act"",""line"",""row"",""bank""]","[""コウ"",""ギョウ"",""アン""]","[""い.く"",""ゆ.く"",""-ゆ.き"",""-ゆき"",""-い.き"",""-いき"",""おこな.う"",""おこ.なう""]",行,다닐 행,144,6,auto,41,"行く/いく:가다 || 銀行/ぎんこう:은행 || 旅行/りょこう:여행 || 急行/きゅうこう:급행(열차/버스) || 行ってらっしゃい/いってらっしゃい:잘 다녀오세요, 또 봐요 || 飛行場/ひこうじょう:공항 || 行き/いき:감, (목적지)행 || 行き/ゆき:감, (목적지)행"
術,review,manual_review_required,,"[""방법""]","[""art"",""technique"",""skill"",""means"",""trick"",""resources"",""magic""]","[""ジュツ""]","[""すべ""]",行,다닐 행,144,11,auto,8,技術/ぎじゅつ:기술 || 美術館/びじゅつかん:미술관 || 手術/しゅじゅつ:수술 || 芸術/げいじゅつ:예술 || 美術/びじゅつ:미술 || 学術/がくじゅつ:학술 || 術/すべ:방법 || 戦術/せんじゅつ:전술
街,review,manual_review_required,,"[""번화가"",""거리""]","[""boulevard"",""street"",""town""]","[""ガイ"",""カイ""]","[""まち""]",行,다닐 행,144,12,auto,4,"街/まち:번화가, 거리 || 街角/まちかど:거리 모서리, 구석 || 街道/かいどう:가도, 큰길 || 街頭/がいとう:가두, 길거리"
衛,review,manual_review_required,,"[""지키다"",""방위""]","[""defense"",""protection""]","[""エイ"",""エ""]",[],行,다닐 행,144,16,auto,4,衛星/えいせい:위성 || 自衛/じえい:자기 방어 || 防衛/ぼうえい:방위 || 護衛/ごえい:호위
衝,review,manual_review_required,,"[""찌르다"",""충돌""]","[""collide"",""brunt"",""highway"",""opposition (astronomy)"",""thrust"",""pierce"",""stab"",""prick""]","[""ショウ""]","[""つ.く""]",行,다닐 행,144,15,auto,2,衝突/しょうとつ:충돌 || 衝撃/しょうげき:충격
衡,review,manual_review_required,,"[""균형"",""저울""]","[""equilibrium"",""measuring rod"",""scale""]","[""コウ""]",[],行,다닐 행,144,16,auto,1,均衡/きんこう:균형
衣,review,manual_review_required,,"[""옷"",""의복""]","[""garment"",""clothes"",""dressing""]","[""イ"",""エ""]","[""ころも"",""きぬ"",""-ぎ""]",衣,옷 의,145,6,auto,6,"浴衣/ゆかた:유카타, 여름 기모노 || 衣服/いふく:의복, 옷 || 衣食住/いしょくじゅう:음식, 옷 피난처 || 衣装/いしょう:의상 || 衣類/いるい:옷 || 衣料/いりょう:의류"
表,review,manual_review_required,,"[""표면"",""앞"",""밖""]","[""surface"",""table"",""chart"",""diagram""]","[""ヒョウ""]","[""おもて"",""-おもて"",""あらわ.す"",""あらわ.れる"",""あら.わす""]",衣,옷 의,145,8,auto,14,"表/おもて:표면, 앞, 밖 || 発表/はっぴょう:발표 || 代表/だいひょう:대표 || 表示/ひょうじ:표시 || 代表的/だいひょうてき:대표적이다 || 表現/ひょうげん:표현 || 表情/ひょうじょう:표정, 속의 감정이 밖으로 나타난 것;또, 그 얼굴, 모양;풍경 || 表面/ひょうめん:표면"
衰,review,manual_review_required,,"[""쇠약해지다""]","[""decline"",""wane"",""weaken""]","[""スイ""]","[""おとろ.える""]",衣,옷 의,145,10,auto,3,衰退/すいたい:쇠퇴 || 衰える/おとろえる:쇠약해지다 || 老衰/ろうすい:노쇠
袋,review,manual_review_required,,"[""주머니"",""봉지""]","[""sack"",""bag"",""pouch""]","[""タイ"",""ダイ""]","[""ふくろ""]",衣,옷 의,145,11,auto,3,"手袋/てぶくろ:장갑 || 袋/ふくろ:주머니,봉지 || 足袋/たび:다비(일본식 버선)"
袖,review,manual_review_required,,"[""소매""]","[""sleeve"",""wing (building)"",""extension"",""give cold shoulder""]","[""シュウ""]","[""そで""]",衣,옷 의,145,10,auto,1,袖/そで:소매
被,review,manual_review_required,,"[""쓰다"",""뒤집어쓰다"",""덮이다""]","[""incur"",""cover"",""veil"",""brood over"",""shelter"",""wear"",""put on"",""be exposed (film)"",""receiving""]","[""ヒ""]","[""こうむ.る"",""おお.う"",""かぶ.る"",""かぶ.せる""]",衣,옷 의,145,10,auto,3,"被る/かぶる:쓰다, 뒤집어쓰다, 덮이다; (모자를) 쓰다 || 被害/ひがい:피해 || 被せる/かぶせる:덮다, 씌우다"
裁,review,manual_review_required,,"[""재단하다"",""판단하다""]","[""tailor"",""judge"",""decision"",""cut out (pattern)""]","[""サイ""]","[""た.つ"",""さば.く""]",衣,옷 의,145,12,auto,5,"裁判/さいばん:재판 || 裁縫/さいほう:재봉, 바느질 || 独裁/どくさい:독재 || 制裁/せいさい:제재 || 仲裁/ちゅうさい:중재"
裂,review,manual_review_required,,"[""찢다"",""갈라지다""]","[""split"",""rend"",""tear""]","[""レツ""]","[""さ.く"",""さ.ける"",""-ぎ.れ""]",衣,옷 의,145,12,auto,1,分裂/ぶんれつ:분열
装,review,manual_review_required,,"[""꾸미다"",""치장하다""]","[""attire"",""dress"",""pretend"",""disguise"",""profess""]","[""ソウ"",""ショウ""]","[""よそお.う"",""よそお.い""]",衣,옷 의,145,12,auto,9,装置/そうち:장치 || 服装/ふくそう:복장 || 包装/ほうそう:포장 || 装備/そうび:장비 || 衣装/いしょう:의상 || 武装/ぶそう:무장 || 装飾/そうしょく:장식 || 舗装/ほそう:포장(도로)
裏,review,manual_review_required,,"[""뒷면"",""뒤""]","[""back"",""amidst"",""in"",""reverse"",""inside"",""palm"",""sole"",""rear"",""lining"",""wrong side""]","[""リ""]","[""うら""]",衣,옷 의,145,13,auto,8,"裏/うら:뒷면, 뒤 || 裏側/うらがわ:뒤쪽,안쪽 || 裏切る/うらぎる:배반하다 || 裏口/うらぐち:뒤, 후방 입구 || 裏返す/うらがえす:뒤집다 || 裏付け/うらづけ:뒷받침,증거 || 裏返し/うらがえし:뒤집음, 반대 || 裏腹/うらはら:정반대,모순"
裕,review,manual_review_required,,"[""넉넉함""]","[""abundant"",""rich"",""fertile""]","[""ユウ""]",[],衣,옷 의,145,12,auto,1,余裕/よゆう:여유
補,review,manual_review_required,,"[""보충하다"",""메우다""]","[""supplement"",""supply"",""make good"",""offset"",""compensate"",""assistant"",""learner""]","[""ホ""]","[""おぎな.う""]",衣,옷 의,145,12,auto,7,"候補/こうほ:후보 || 補う/おぎなう:보충하다,메우다 || 補助/ほじょ:보조 || 補給/ほきゅう:공급 || 補強/ほきょう:보강 || 補足/ほそく:보충, 보완 || 補充/ほじゅう:보충"
裸,review,manual_review_required,,"[""벌거벗다""]","[""naked"",""nude"",""uncovered"",""partially clothed""]","[""ラ""]","[""はだか""]",衣,옷 의,145,13,auto,1,裸足/はだし:맨발
製,review,manual_review_required,,"[""만들다"",""제조""]","[""made in..."",""manufacture""]","[""セイ""]",[],衣,옷 의,145,14,auto,6,"日本製/にほんせい:일본제(품) || 製品/せいひん:제품, 완제품 || 製造/せいぞう:제조 || 製作/せいさく:제작 || 作製/さくせい:제조, 생산 || 製法/せいほう:제법, 만드는 법"
裾,review,manual_review_required,,"[""옷자락"",""밑단""]","[""cuff"",""hem"",""foot of mountain""]","[""キョ"",""コ""]","[""すそ""]",衣,옷 의,145,13,auto,1,"裾/すそ:옷자락, 밑단"
複,review,manual_review_required,,"[""겹치다"",""복합""]","[""duplicate"",""double"",""compound"",""multiple""]","[""フク""]",[],衣,옷 의,145,14,auto,6,"複雑/ふくざつ:복잡함, 복잡한 문제 || 複数/ふくすう:복수 || 複写/ふくしゃ:복사, 복제 || 重複/じゅうふく:중복 || 重複/ちょうふく:중복 || 複合/ふくごう:복합"
褒,review,manual_review_required,,"[""칭찬하다""]","[""praise"",""extol""]","[""ホウ""]","[""ほ.める""]",衣,옷 의,145,15,auto,2,"褒める/ほめる:칭찬하다 || 褒美/ほうび:포상, 상"
襖,review,manual_review_required,,"[""맹장지"",""후스마""]","[""opaque sliding door""]","[""オウ""]","[""ふすま"",""あお""]",衣,옷 의,145,17,auto,1,"襖/ふすま:맹장지, 후스마"
襟,review,manual_review_required,,"[""옷깃"",""칼라""]","[""collar"",""neck"",""lapel"",""one's inner feelings""]","[""キン""]","[""えり""]",衣,옷 의,145,18,auto,1,"襟/えり:옷깃, 칼라"
襲,review,manual_review_required,,"[""덮치다"",""습격하다""]","[""attack"",""advance on"",""succeed to"",""pile"",""heap""]","[""シュウ""]","[""おそ.う"",""かさ.ね""]",衣,옷 의,145,22,auto,4,"襲撃/しゅうげき:습격 || 襲う/おそう:덮치다,습격하다 || 踏襲/とうしゅう:답습 || 踏襲する/とうしゅうする:답습하다"
西,review,manual_review_required,,"[""서(쪽)""]","[""west"",""Spain""]","[""セイ"",""サイ"",""ス""]","[""にし""]",襾,덮을 아,146,6,auto,6,"西/にし:서(쪽) || 西洋/せいよう:서양 || 関西/かんさい:간사이 || 東西/とうざい:동서, 온 나라 || 西暦/せいれき:서력, 서기 || 西日/にしび:석양빛, 서향 볕"
要,review,manual_review_required,,"[""필요하다""]","[""need"",""main point"",""essence"",""pivot"",""key to""]","[""ヨウ""]","[""い.る"",""かなめ""]",襾,덮을 아,146,9,auto,15,"要る/いる:필요하다 || 必要/ひつよう:필요한 || 重要/じゅうよう:중요한, 필수적인 || 要求/ようきゅう:요구 || 要素/ようそ:요소 || 需要/じゅよう:수요 || 主要/しゅよう:주요 || 要するに/ようするに:요컨대, 결국"
覆,review,manual_review_required,,"[""덮다"",""씌우다"",""가리다""]","[""capsize"",""cover"",""shade"",""mantle"",""be ruined""]","[""フク""]","[""おお.う"",""くつがえ.す"",""くつがえ.る""]",襾,덮을 아,146,18,auto,3,"覆う/おおう:덮다,씌우다,가리다 || 覆面/ふくめん:복면 || 覆す/くつがえす:뒤집어엎다"
見,review,manual_review_required,,"[""보다""]","[""see"",""hopes"",""chances"",""idea"",""opinion"",""look at"",""visible""]","[""ケン""]","[""み.る"",""み.える"",""み.せる""]",見,볼 견,147,7,auto,50,"見る/みる:보다 || 見せる/みせる:보이다, 보여 주다 || 見える/みえる:보이다, 오시다 || 意見/いけん:의견 || 見つける/みつける:발견하다,찾다 || 見つかる/みつかる:발견되다 || 拝見する/はいけんする:'보다,읽다'의겸양 || お見舞い/おみまい:병문안"
規,review,manual_review_required,,"[""규칙"",""기준""]","[""standard"",""measure""]","[""キ""]",[],見,볼 견,147,11,auto,11,"規則/きそく:규칙 || 規模/きぼ:규모 || 規制/きせい:규제 || 規律/きりつ:규율, 질서 || 不規則/ふきそく:불규칙 || 定規/じょうぎ:자(제도용) || 規定/きてい:규정 || 正規/せいき:정규"
視,review,manual_review_required,,"[""보다"",""주시""]","[""inspection"",""regard as"",""see"",""look at""]","[""シ""]","[""み.る""]",見,볼 견,147,11,auto,8,"無視/むし:무시 || 重視/じゅうし:중시 || 近視/きんし:근시 || 視聴者/しちょうしゃ:시청자 || 監視/かんし:감시 || 視点/してん:시점, 사람의 눈과 직각이 되는 지평선 상의 가정된 한 점, 보는 입장;관점 || 視野/しや:시야 || 視察/しさつ:시찰"
覚,review,manual_review_required,,"[""기억하다"",""외우다"",""깨닫다"",""깨다""]","[""memorize"",""learn"",""remember"",""awake"",""sober up""]","[""カク""]","[""おぼ.える"",""さ.ます"",""さ.める"",""さと.る""]",見,볼 견,147,12,needs_review,14,"覚える/おぼえる:외우다,기억하다; 기억하다, 암기하다 || 感覚/かんかく:감각 || 覚悟/かくご:각오, 마음의 준비 || 覚める/さめる:(눈이)떠지다 || 目覚まし/めざまし:자명종, 알람 || 覚ます/さます:깨다;깨우치다;깨우다 || 覚え/おぼえ:기억; 자신(自信) || 発覚/はっかく:발각"
覧,review,manual_review_required,,"[""보다"",""살펴보다""]","[""perusal"",""see""]","[""ラン""]","[""み.る""]",見,볼 견,147,17,needs_review,5,展覧会/てんらんかい:전시 || ご覧/ごらん:보심(존경어) || 閲覧/えつらん:열람 || 観覧/かんらん:관람 || 回覧/かいらん:회람
親,review,manual_review_required,,"[""부모""]","[""parent"",""intimacy"",""relative"",""familiarity"",""dealer (cards)""]","[""シン""]","[""おや"",""おや-"",""した.しい"",""した.しむ""]",見,볼 견,147,16,auto,13,父親/ちちおや:아버지 || 親しい/したしい:친하다 || 母親/ははおや:모친;어머니 || 親友/しんゆう:친한 친구 || 親戚/しんせき:친척;집안 || 親切/しんせつ:친절함 || 親指/おやゆび:엄지손가락 || 親類/しんるい:친척
観,review,manual_review_required,,"[""보다"",""관점"",""모습""]","[""outlook"",""look"",""appearance"",""condition"",""view""]","[""カン""]","[""み.る"",""しめ.す""]",見,볼 견,147,18,auto,13,"観光/かんこう:관광 || 観察/かんさつ:관찰 || 観察する/かんさつする:관찰하다 || 観測/かんそく:관측 || 観客/かんきゃく:관객 || 観念/かんねん:관념, 개념 || 観点/かんてん:관점 || 外観/がいかん:외관, 모습"
角,review,manual_review_required,,"[""모퉁이""]","[""angle"",""corner"",""square"",""horn"",""antlers""]","[""カク""]","[""かど"",""つの""]",角,뿔 각,148,7,auto,12,"角/かど:모퉁이 || 三角/さんかく:삼각형, 삼각 || 街角/まちかど:거리 모서리, 구석 || 四つ角/よつかど:사거리, 네거리 || 角度/かくど:각도 || 折角/せっかく:모처럼, 애써 || 方角/ほうがく:방향, 방법, 길 || 四角い/しかくい:네모나다"
解,review,manual_review_required,,"[""풀다"",""끄르다""]","[""unravel"",""notes"",""key"",""explanation"",""understanding"",""untie"",""undo"",""solve"",""answer"",""cancel"",""absolve"",""explain"",""minute""]","[""カイ"",""ゲ""]","[""と.く"",""と.かす"",""と.ける"",""ほど.く"",""ほぐ.す"",""わか.る"",""さと.る""]",角,뿔 각,148,13,auto,21,理解/りかい:이해 || 解決/かいけつ:해결 || 解説/かいせつ:설명 || 誤解/ごかい:오해 || 解放/かいほう:해방 || 解散/かいさん:해산 || 解消/かいしょう:해소 || 正解/せいかい:정답
触,review,manual_review_required,,"[""만지다""]","[""contact"",""touch"",""feel"",""hit"",""proclaim"",""announce"",""conflict""]","[""ショク""]","[""ふ.れる"",""さわ.る"",""さわ""]",角,뿔 각,148,13,auto,5,触る/さわる:만지다 || 触れる/ふれる:<타동사>만지다 || 接触/せっしょく:접촉 || 感触/かんしょく:감촉 || 触発/しょくはつ:촉발
言,review,manual_review_required,,"[""말하다""]","[""say"",""word""]","[""ゲン"",""ゴン""]","[""い.う"",""こと""]",言,말씀 언,149,7,auto,21,"言う/いう:말하다 || 言葉/ことば:말, 단어 || 言語/げんご:언어 || 言い出す/いいだす:시작하다 말하다, 제안하다, 암시하다 || 伝言/でんごん:전언,전하는말,메시지 || そう言えば/そういえば:그러고 보니, 말하자면 || 一言/ひとこと:한마디 || 方言/ほうげん:방언"
訂,review,manual_review_required,,"[""고치다"",""정정""]","[""revise"",""correct"",""decide""]","[""テイ""]","[""ただ.す""]",言,말씀 언,149,9,auto,3,"訂正/ていせい:정정, 바로잡음 || 改訂/かいてい:개정, 수정 || 改訂版/かいていばん:개정판"
計,review,manual_review_required,,"[""합계"",""계획""]","[""plot"",""plan"",""scheme"",""measure""]","[""ケイ""]","[""はか.る"",""はか.らう""]",言,말씀 언,149,9,auto,12,"時計/とけい:시계 || 計画/けいかく:계획 || 計算/けいさん:계산 || 統計/とうけい:통계 || 設計/せっけい:계획, 디자인, 설계 || 計/けい:합계; 계획 || 合計/ごうけい:합계 || 余計/よけい:한층더,더욱"
討,review,manual_review_required,,"[""공격하다""]","[""chastise"",""attack"",""defeat"",""destroy"",""conquer""]","[""トウ""]","[""う.つ""]",言,말씀 언,149,10,auto,3,"検討/けんとう:검토 || 討論/とうろん:논의, 토론 || 討つ/うつ:공격하다"
訓,review,manual_review_required,,"[""훈독""]","[""instruction"",""Japanese character reading"",""explanation"",""read""]","[""クン"",""キン""]","[""おし.える"",""よ.む"",""くん.ずる""]",言,말씀 언,149,10,auto,3,訓練/くんれん:훈련 || 訓/くん:훈독 || 教訓/きょうくん:교훈
託,review,manual_review_required,,"[""맡기다"",""부탁하다""]","[""consign"",""requesting"",""entrusting with"",""pretend"",""hint""]","[""タク""]","[""かこつ.ける"",""かこ.つ"",""かこ.つける""]",言,말씀 언,149,10,auto,2,"委託/いたく:위탁 || 託す/たくす:맡기다,부탁하다"
記,review,manual_review_required,,"[""메모"",""주석"",""쓰다 아래로""]","[""scribe"",""account"",""narrative""]","[""キ""]","[""しる.す""]",言,말씀 언,149,10,auto,13,"記者/きしゃ:기자 || 日記/にっき:일기, 저널 || 記事/きじ:기사, 글 || 記念/きねん:기념 || 記録/きろく:기록 || 記入/きにゅう:기입, 작성 || 暗記/あんき:암기 || 筆記/ひっき:필기"
訟,review,manual_review_required,,"[""소송하다"",""고소하다""]","[""sue"",""accuse""]","[""ショウ""]",[],言,말씀 언,149,11,auto,1,訴訟/そしょう:소송
訪,review,manual_review_required,,"[""방문하다"",""찾아가다""]","[""call on"",""visit"",""look up"",""offer sympathy""]","[""ホウ""]","[""おとず.れる"",""たず.ねる"",""と.う""]",言,말씀 언,149,11,auto,3,"訪ねる/たずねる:방문하다, 찾아가다 || 訪問/ほうもん:방문 || 訪れる/おとずれる:방문하다"
設,review,manual_review_required,,"[""마련하다"",""설치하다""]","[""establishment"",""provision"",""prepare""]","[""セツ""]","[""もう.ける""]",言,말씀 언,149,11,auto,8,"建設/けんせつ:건설 || 設計/せっけい:계획, 디자인, 설계 || 設備/せつび:설비 || 設定/せってい:설정 || 施設/しせつ:시설 || 設置/せっち:설치 || 設立/せつりつ:설립 || 設ける/もうける:마련하다,설치하다"
許,review,manual_review_required,,"[""허락하다"",""용서하다""]","[""permit"",""approve""]","[""キョ""]","[""ゆる.す"",""もと""]",言,말씀 언,149,11,auto,5,"許可/きょか:허가, 승인 || 免許/めんきょ:면허 || 許す/ゆるす:허락하다,용서하다 || 特許/とっきょ:특허 || 許容/きょよう:허용"
訳,review,manual_review_required,,"[""이유""]","[""translate"",""reason"",""circumstance"",""case""]","[""ヤク""]","[""わけ""]",言,말씀 언,149,11,auto,8,"訳/わけ:이유 || 申し訳ない/もうしわけない:죄송하다 || 翻訳/ほんやく:번역 || 通訳/つうやく:통역 || 申し訳/もうしわけ:변명, 죄송함 || 訳す/やくす:번역하다 || 言い訳/いいわけ:변명, 해명 || 内訳/うちわけ:내역"
訴,review,manual_review_required,,"[""고소"",""호소""]","[""accusation"",""sue"",""complain of pain"",""appeal to""]","[""ソ""]","[""うった.える""]",言,말씀 언,149,12,auto,3,"訴える/うったえる:고소하다,호고하다 || 訴訟/そしょう:소송 || 訴え/うったえ:고소, 호소"
診,review,manual_review_required,,"[""진찰하다"",""진료하다""]","[""checkup"",""seeing"",""diagnose"",""examine""]","[""シン""]","[""み.る""]",言,말씀 언,149,12,auto,5,診察/しんさつ:진찰 || 診断/しんだん:진단 || 診療/しんりょう:진료 || 打診/だしん:타진 || 往診/おうしん:왕진
証,review,manual_review_required,,"[""증거"",""증명""]","[""evidence"",""proof"",""certificate""]","[""ショウ""]","[""あかし""]",言,말씀 언,149,12,auto,3,証明/しょうめい:증명 || 証拠/しょうこ:증거 || 証言/しょうげん:증언
詐,review,manual_review_required,,"[""속이다"",""거짓""]","[""lie"",""falsehood"",""deceive"",""pretend""]","[""サ""]","[""いつわ.る""]",言,말씀 언,149,12,auto,1,詐欺/さぎ:사기
評,review,manual_review_required,,"[""평가"",""비평""]","[""evaluate"",""criticism"",""comment""]","[""ヒョウ""]",[],言,말씀 언,149,12,auto,6,"評価/ひょうか:평가 || 評判/ひょうばん:평판 || 評論/ひょうろん:평론 || 好評/こうひょう:호평 || 書評/しょひょう:서평 || 不評/ふひょう:악평, 평이 나쁨"
詞,review,manual_review_required,,"[""말"",""품사""]","[""part of speech"",""words"",""poetry""]","[""シ""]","[""ことば""]",言,말씀 언,149,12,auto,7,台詞/せりふ:대사 || 代名詞/だいめいし:대명사 || 形容詞/けいようし:형용사 || 副詞/ふくし:부사 || 形容動詞/けいようどうし:형용동사 || 他動詞/たどうし:타동사 || 数詞/すうし:수사(數詞)
試,review,manual_review_required,,"[""시험하다"",""시도하다""]","[""test"",""try"",""attempt"",""experiment"",""ordeal""]","[""シ""]","[""こころ.みる"",""ため.す""]",言,말씀 언,149,13,auto,5,"試合/しあい:시합, 경기 || 試験/しけん:시험 || 試す/ためす:시험하다, 시도하다 || 試み/こころみ:시도, 시험 || 試みる/こころみる:시도해보다"
詫,review,manual_review_required,,"[""사과"",""사죄""]","[""apologize""]","[""タ""]","[""わび"",""わび.しい"",""かこつ"",""わ.びる"",""わび.る""]",言,말씀 언,149,13,auto,2,"詫び/わび:사과, 사죄 || 詫びる/わびる:사과하다"
